year,team,year_sold,month_sold,date,franchise,current_pic_url,name,team_id,colors,buyer,expansion,arena_included,details,price,price_2014_dollars,price_change,franchise_url,current_franchiseurl,price_previous,conference,division,location,arena,team_founding_year,year_joined_nba,color,decade
2003,Charlotte Hornets,2003,8,2003.8,Charlotte Bobcats,http://content.sportslogos.net/logos/6/258/full/8qy7zreof44lznm0kfwvjmvge.gif,Hornets,CHA,"Teal, Purple, Black, Cool Gray, and Light Blue",Robert Johnson,Yes,No,Expansion Fee,300000000,384605644,0,http://en.wikipedia.org/wiki/Charlotte_Hornets,http://en.wikipedia.org/wiki/Charlotte_Hornets,300000000,Eastern,Southeast,"Charlotte, NC",Time Warner Cable Arena,1988,1988,#1e0f67,2000s
2004,Atlanta Hawks,2004,6,2004.6,Atlanta Hawks,http://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Atlanta_Hawks.svg/200px-Atlanta_Hawks.svg.png,Hawks,ATL,"Navy, Red, Silver","Atlanta Spirit, LLC  (9 partners)",No,No,Purchased Team,208000000,259706835.8,206000000,wikipedia.org/wiki/Atlanta_Hawks,wikipedia.org/wiki/Atlanta_Hawks,2000000,Eastern,Southeast,"Atlanta, GA",Philips Arena,1946,1949,#ff0000,2000s
2004,Brooklyn Nets,2004,6,2004.6,New Jersey Nets,http://2.bp.blogspot.com/-SbLSZ0x2zok/TvJFfQwAHhI/AAAAAAAAHxY/oRAl2fL-hzo/s1600/new-jersey-nets-logo.gif,Nets,BKN,"Black, White",Bruce Ratner Led Investor Group,No,No,Transfer of Ownership,300000000,374577167,150000000,wikipedia.org/wiki/New_Jersey_Nets,wikipedia.org/wiki/Brooklyn_Nets,150000000,Eastern,Atlantic,"Brooklyn, NY",Barclays Center,1967,1976,#000000,2000s
2004,Phoenix Suns,2004,6,2004.6,Phoenix Suns,http://content.sportslogos.net/logos/6/238/full/g9agfgof0kzui4u445wrsj3e5.gif,Suns,PHX,"Purple, Orange, Black",Robert Sarver,No,No,Purchased Team,401000000,500684813.2,356500000,wikipedia.org/wiki/Phoenix_Suns,wikipedia.org/wiki/Phoenix_Suns,44500000,Western,Pacific,"Phoenix, AZ",US Airways Center,1968,1968,#e65f20,2000s
2005,Cleveland Cavaliers,2005,6,2005.6,Cleveland Cavaliers,http://content.sportslogos.net/logos/6/222/full/5zp5356wfntqosqr3ah5hmdr1.gif,Cavaliers,CLE,"Red, Gold, Navy",Dan Gilbert,No,No,Became Majority Owner,375000000,452824160.8,355000000,wikipedia.org/wiki/Cleveland_Cavaliers,wikipedia.org/wiki/Cleveland_Cavaliers,20000000,Eastern,Central,"Cleveland, OH",Quicken Loans Arena,1970,1970,#FFD700,2000s
2006,Oklahoma City Thunder,2006,6,2006.6,Oklahoma City Thunder,http://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Oklahoma_City_Thunder.svg/400px-Oklahoma_City_Thunder.svg.png,Thunder,OKC,"Blue, Yellow, Navy, White",Clay Bennett,No,No,Purchased Team (and WNBA Storm),350000000,409450313.6,150000000,wikipedia.org/wiki/Oklahoma_City_Thunder,wikipedia.org/wiki/Oklahoma_City_Thunder,200000000,Western,Northwest,"Oklahoma City, OK",Chesapeake Energy Arena,1967,1967,#007DC3,2000s
2007,Orlando Magic,2007,6,2007.6,Orlando Magic,http://content.sportslogos.net/logos/6/217/full/wd9ic7qafgfb0yxs7tem7n5g4.gif,Magic,ORL,"Blue, Black, Silver, White",Bob Vander Weide,No,No,Son-in-law of Richard Devos Officially Took Over,0,0,-85000000,wikipedia.org/wiki/Orlando_Magic,wikipedia.org/wiki/Orlando_Magic,85000000,Eastern,Southeast,"Orlando, FL",Amway Center,1989,1989,#0047ab,2000s
2007,New Orleans Pelicans,2007,6,2007.6,New Orleans Hornets,http://content.sportslogos.net/logos/6/226/full/q8cgr5dizhfukxvgzk5zf3dt6.gif,Pelicans,NOH,"Navy, Gold, Red, White",George Shinn & George Chouest,No,No,Transfer of Minority Ownership,248000000,282069651.7,215500000,wikipedia.org/wiki/New_Orleans_Hornets,wikipedia.org/wiki/New_Orleans_Pelicans,32500000,Western,Southwest,"New Orleans, LA",Smoothie King Center,2002,2002,#b4975a,2000s
2008,Utah Jazz,2008,6,2008.6,Utah Jazz,http://content.sportslogos.net/logos/6/234/full/jy1tqovzbqgvrp2a5phwtvdfh.gif,Jazz,UTA,"Navy, Yellow, Green, Grey",Greg Miller,No,Yes,His Dad and Previous Owner Died,0,0,-14000000,wikipedia.org/wiki/Utah_Jazz,wikipedia.org/wiki/Utah_Jazz,14000000,Western,Northwest,"Salt Lake City, UT",EnergySolutions Arena,1974,1974,#0D4006,2000s
2010,Golden State Warriors,2010,7,2010.7,Golden State Warriors,http://upload.wikimedia.org/wikipedia/en/thumb/0/01/Golden_State_Warriors_logo.svg/400px-Golden_State_Warriors_logo.svg.png,Warriors,GSW,"Blue, Gold, Yellow",Peter Guber & Joe Lacob,No,No,Purchased Team,450000000,486670227.4,355000000,wikipedia.org/wiki/Golden_State_Warriors,wikipedia.org/wiki/Golden_State_Warriors,95000000,Western,Pacific,"Oakland, CA",Oracle Arena,1946,1946,#FFCC33,2010s
2010,Brooklyn Nets,2010,6,2010.6,New Jersey Nets,http://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Brooklyn_Nets_newlogo.svg/250px-Brooklyn_Nets_newlogo.svg.png,Nets,BKN,"Black, White",Mikhail Prokhorov,No,Yes,"Transfer of 80% Ownership of Team, 45% of Barclays Center",261000000,282268731.9,-39000000,wikipedia.org/wiki/New_Jersey_Nets,wikipedia.org/wiki/Brooklyn_Nets,300000000,Eastern,Atlantic,"Brooklyn, NY",Barclays Center,1967,1976,#000000,2010s
2010,New Orleans Pelicans,2010,12,2010.12,New Orleans Hornets,http://content.sportslogos.net/logos/6/226/full/legngwiheii4eld1u0agakxhc.gif,Pelicans,NOH,"Navy, Gold, Red, White",NBA,No,No,Purchase of Team,300000000,324446818.3,52000000,wikipedia.org/wiki/New_Orleans_Hornets,wikipedia.org/wiki/New_Orleans_Pelicans,248000000,Western,Southwest,"New Orleans, LA",Smoothie King Center,2002,2002,#b4975a,2010s
2010,Charlotte Hornets,2010,3,2010.3,Charlotte Bobcats,http://content.sportslogos.net/logos/6/258/full/tytgxvgwe3r0hwqaehb3lxef7.gif,Hornets,CHA,"Teal, Purple, Black, Cool Gray, and Light Blue",Michael Jordan,No,No,"Increased His Small Stake to a Majority One,deal Included Debt",275000000,297409583.4,-25000000,http://en.wikipedia.org/wiki/Charlotte_Hornets,http://en.wikipedia.org/wiki/Charlotte_Hornets,300000000,Eastern,Southeast,"Charlotte, NC",Time Warner Cable Arena,1988,1988,#1e0f67,2010s
2010,Washington Wizards,2010,6,2010.6,Washington Wizards,http://content.sportslogos.net/logos/6/219/full/b3619brnphtx65s2th4p9eggf.gif,Wizards,WAS,"Red, White, Navy, Silver",Ted Leonsis,No,Yes,Purchased the Remaining 56% Including Debt,550000000,594819166.8,548900000,wikipedia.org/wiki/Washington_Wizards,wikipedia.org/wiki/Washington_Wizards,1100000,Eastern,Southeast,"Washington, D.C.",Verizon Center,1961,1961,#C60C30,2010s
2010,New York Knicks,2010,1,2010.1,New York Knicks,http://upload.wikimedia.org/wikipedia/en/d/d8/NewYorkKnicks.PNG,Knicks,NYK,"Blue, Orange, Silver","Madison Square Garden, Inc",No,Yes,Company Spun off from Cablevision,0,0,0,wikipedia.org/wiki/New_York_Knicks,wikipedia.org/wiki/New_York_Knicks,0,Eastern,Atlantic,"New York City, NY",Madison Square Garden,1946,1946,#FF7518,2010s
2011,Philadelphia 76ers,2011,1,2011.1,Philadelphia 76ers,http://content.sportslogos.net/logos/6/218/full/qlpk0etqwelv8artgc7tvqefu.gif,Sixers,PHL,"Red, Blue, White","Josh Harris, David Blitzer, Jason Levien, Michael Rubin, Erick Thohir, Will & Jada Smith",No,No,"Group Led by Joshua Harris Bought 90% Share of the Team, Comcast & Ed Snider Retain 10%",280000000,293544378.7,150000000,wikipedia.org/wiki/Philadelphia_76ers,wikipedia.org/wiki/Philadelphia_76ers,130000000,Eastern,Atlantic,"Philadelphia, PA",Wells Fargo Center,1946,1949,#d0103a,2010s
2011,Detroit Pistons,2011,6,2011.6,Detroit Pistons,http://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Detroit_Pistons_logo.svg/400px-Detroit_Pistons_logo.svg.png,Pistons,DET,"White, Blue, Red",Tom Gores,No,Yes,"Bought the Team Along With Palace & gte theater, the Festival",400000000,419349112.4,392000000,wikipedia.org/wiki/Detroit_Pistons,wikipedia.org/wiki/Detroit_Pistons,8000000,Eastern,Central,"Auburn Hills, MI",The Palace of Auburn Hills,1941,1948,#EB003C,2010s
2012,Toronto Raptors,2012,1,2012.1,Toronto Raptors,http://content.sportslogos.net/logos/6/227/full/yfypcwqog6qx8658sn5w65huh.gif,Raptors,TOR,"Red, Black, Silver","Rogers Communications, Bell Canada",No,Yes,"79.53% majority purchase of Air Canada Centre, Maple Leafs, and Toronto Raptors",1659751037,1704979794,1259751037,wikipedia.org/wiki/Toronto_Raptors,wikipedia.org/wiki/Toronto_Raptors,400000000,Eastern,Central,"Toronto, ON",Air Canada Centre,1995,1995,#708090,2010s
2012,Memphis Grizzlies,2012,1,2012.1,Memphis Grizzlies,http://content.sportslogos.net/logos/6/231/full/793.gif,Grizzlies,MEM,"Blue, Gold, White",Robert Pera,No,No,"Group includes Peyton Manning, Justin Timberlake, Penny Hardaway, & J.R. Hyde",377000000,387273373,217000000,wikipedia.org/wiki/Memphis_Grizzlies,wikipedia.org/wiki/Memphis_Grizzlies,160000000,Western,Southwest,"Memphis, TN",FedExForum,1995,1995,#7399C6,2010s
2012,New Orleans Pelicans,2012,4,2012.4,New Orleans Hornets,http://upload.wikimedia.org/wikipedia/en/2/21/New_Orleans_Pelicans.png,Pelicans,NOH,"Navy, Gold, Red, White",Tom Benson,No,No,Purchase of Team,338000000,347210610.2,38000000,wikipedia.org/wiki/New_Orleans_Hornets,wikipedia.org/wiki/New_Orleans_Pelicans,300000000,Western,Southwest,"New Orleans, LA",Smoothie King Center,2002,2002,#b4975a,2010s
2013,Sacramento Kings,2013,6,2013.6,Sacramento Kings,http://content.sportslogos.net/logos/6/240/full/832.gif,Kings,SAC,"Purple, Black, Silver, White",Vivek Ranadive,No,Yes,Group includes Irwin Jacobs,534000000,540636857.1,378000000,wikipedia.org/wiki/Sacramento_Kings,wikipedia.org/wiki/Sacramento_Kings,156000000,Western,Pacific,"Sacramento, CA",Sleep Train Arena,1923,1948,#753BBD,2010s
2014,Los Angeles Clippers,2014,6,2014.6,Los Angeles Clippers,http://content.sportslogos.net/logos/6/236/full/bvv028jd1hhr8ee8ii7a0fg4i.gif,Clippers,LAC,"Red, Blue, White",Steve Balmer,No,No,Purchased team from Sterling Trust after Forced NBA Sale,2000000000,2000000000,1987000000,wikipedia.org/wiki/Los_Angeles_Clippers,wikipedia.org/wiki/Los_Angeles_Clippers,13000000,Western,Pacific,"Los Angeles, CA",Staples Center,1970,1970,#EE2944,2010s
2014,Milwaukee Bucks,2014,5,2014.5,Milwaukee Bucks,http://content.sportslogos.net/logos/6/225/full/0295onf2c4xsbfsxye6i.gif,Bucks,MIL,"Green, Red, Silver, White","Marc Lasry, Wes Edens",No,Yes,Purchase includes commitment to spend $100M on new arena and keep team in Milwaukee,550000000,550000000,531000000,wikipedia.org/wiki/Milwaukee_Bucks,wikipedia.org/wiki/Milwaukee_Bucks,19000000,Eastern,Central,"Milwaukee, WI",BMO Harris Bradley Center,1968,1968,#003614,2010s
