"year","volume","transactions","value_min","value_mean","value_max","value_cumulative","share_historic_volume","detail","league"
1985,56.2,4,8,14.05,20,291.673,19.2681530343913,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1985 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $56.2<br /><strong>Transactions:</strong> 4<br /><strong>Mean Valuation (m):</strong> $14.1<br /><strong>Minimum Valuation (m):</strong> $20<br /><strong>Maximum Valuation (m):</strong> $8<br /><strong>Cumulative Sales Volume (m):</strong> $292</span></span></td></tr></tbody></table></html>","NBA"
1986,134,2,14,67,120,425.673,31.4795629509036,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1986 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $134<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $67<br /><strong>Minimum Valuation (m):</strong> $120<br /><strong>Maximum Valuation (m):</strong> $14<br /><strong>Cumulative Sales Volume (m):</strong> $426</span></span></td></tr></tbody></table></html>","NBA"
1987,44.5,1,44.5,44.5,44.5,470.173,9.46460132759644,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1987 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $44.5<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $44.5<br /><strong>Minimum Valuation (m):</strong> $44.5<br /><strong>Maximum Valuation (m):</strong> $44.5<br /><strong>Cumulative Sales Volume (m):</strong> $470</span></span></td></tr></tbody></table></html>","NBA"
1988,614.0073,4,71.4286,153.501825,269.2453,1454.069427,42.2268214019742,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1988 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $614<br /><strong>Transactions:</strong> 4<br /><strong>Mean Valuation (m):</strong> $154<br /><strong>Minimum Valuation (m):</strong> $269<br /><strong>Maximum Valuation (m):</strong> $71.4<br /><strong>Cumulative Sales Volume (m):</strong> $1,454</span></span></td></tr></tbody></table></html>","NFL"
1988,102.5,2,32.5,51.25,70,572.673,17.8985214948147,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1988 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $102<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $51.2<br /><strong>Minimum Valuation (m):</strong> $70<br /><strong>Maximum Valuation (m):</strong> $32.5<br /><strong>Cumulative Sales Volume (m):</strong> $573</span></span></td></tr></tbody></table></html>","NBA"
1989,175,5,32.5,35,45,747.673,23.4059542072537,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1989 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $175<br /><strong>Transactions:</strong> 5<br /><strong>Mean Valuation (m):</strong> $35<br /><strong>Minimum Valuation (m):</strong> $45<br /><strong>Maximum Valuation (m):</strong> $32.5<br /><strong>Cumulative Sales Volume (m):</strong> $748</span></span></td></tr></tbody></table></html>","NBA"
1991,251.9608,2,101.9608,125.9804,150,1706.030227,14.7688356286081,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1991 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $252<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $126<br /><strong>Minimum Valuation (m):</strong> $150<br /><strong>Maximum Valuation (m):</strong> $102<br /><strong>Cumulative Sales Volume (m):</strong> $1,706</span></span></td></tr></tbody></table></html>","NFL"
1991,85,1,85,85,85,832.673,10.2080888896361,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1991 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $85<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $85<br /><strong>Minimum Valuation (m):</strong> $85<br /><strong>Maximum Valuation (m):</strong> $85<br /><strong>Cumulative Sales Volume (m):</strong> $833</span></span></td></tr></tbody></table></html>","NBA"
1992,91,2,21,45.5,70,923.673,9.85197142278707,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1992 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $91<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $45.5<br /><strong>Minimum Valuation (m):</strong> $70<br /><strong>Maximum Valuation (m):</strong> $21<br /><strong>Cumulative Sales Volume (m):</strong> $924</span></span></td></tr></tbody></table></html>","NBA"
1993,280,2,140,140,140,1986.030227,14.0984762564744,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1993 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $280<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $140<br /><strong>Minimum Valuation (m):</strong> $140<br /><strong>Maximum Valuation (m):</strong> $140<br /><strong>Cumulative Sales Volume (m):</strong> $1,986</span></span></td></tr></tbody></table></html>","NFL"
1993,160,2,75,80,85,1083.673,14.7646014987916,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1993 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $160<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $80<br /><strong>Minimum Valuation (m):</strong> $85<br /><strong>Maximum Valuation (m):</strong> $75<br /><strong>Cumulative Sales Volume (m):</strong> $1,084</span></span></td></tr></tbody></table></html>","NBA"
1994,486.2353,3,143.2353,162.078433333333,185,2472.265527,19.6676002108086,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1994 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $486<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $162<br /><strong>Minimum Valuation (m):</strong> $185<br /><strong>Maximum Valuation (m):</strong> $143<br /><strong>Cumulative Sales Volume (m):</strong> $2,472</span></span></td></tr></tbody></table></html>","NFL"
1994,1195,2,95,597.5,1100,2278.673,52.4428033333436,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1994 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $1,195<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $598<br /><strong>Minimum Valuation (m):</strong> $1,100<br /><strong>Maximum Valuation (m):</strong> $95<br /><strong>Cumulative Sales Volume (m):</strong> $2,279</span></span></td></tr></tbody></table></html>","NBA"
1995,392,2,192,196,200,2864.265527,13.6858819933003,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1995 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $392<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $196<br /><strong>Minimum Valuation (m):</strong> $200<br /><strong>Maximum Valuation (m):</strong> $192<br /><strong>Cumulative Sales Volume (m):</strong> $2,864</span></span></td></tr></tbody></table></html>","NFL"
1995,157,2,68,78.5,89,2435.673,6.4458570588088,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1995 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $157<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $78.5<br /><strong>Minimum Valuation (m):</strong> $89<br /><strong>Maximum Valuation (m):</strong> $68<br /><strong>Cumulative Sales Volume (m):</strong> $2,436</span></span></td></tr></tbody></table></html>","NBA"
1996,839.177216,6,125,139.862869333333,167.088608,3274.850216,25.6249037559036,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1996 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $839<br /><strong>Transactions:</strong> 6<br /><strong>Mean Valuation (m):</strong> $140<br /><strong>Minimum Valuation (m):</strong> $167<br /><strong>Maximum Valuation (m):</strong> $125<br /><strong>Cumulative Sales Volume (m):</strong> $3,275</span></span></td></tr></tbody></table></html>","NBA"
1997,555.5556,2,200,277.7778,355.5556,3419.821127,16.2451654448768,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1997 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $556<br /><strong>Transactions:</strong> 2<br /><strong>Mean Valuation (m):</strong> $278<br /><strong>Minimum Valuation (m):</strong> $356<br /><strong>Maximum Valuation (m):</strong> $200<br /><strong>Cumulative Sales Volume (m):</strong> $3,420</span></span></td></tr></tbody></table></html>","NFL"
1997,300,1,300,300,300,3574.850216,8.39195999477926,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1997 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $300<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $300<br /><strong>Minimum Valuation (m):</strong> $300<br /><strong>Maximum Valuation (m):</strong> $300<br /><strong>Cumulative Sales Volume (m):</strong> $3,575</span></span></td></tr></tbody></table></html>","NBA"
1998,890.583333,3,200,296.861111,476,4310.40446,20.6612474830262,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1998 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $891<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $297<br /><strong>Minimum Valuation (m):</strong> $476<br /><strong>Maximum Valuation (m):</strong> $200<br /><strong>Cumulative Sales Volume (m):</strong> $4,310</span></span></td></tr></tbody></table></html>","NFL"
1998,706,3,150,235.333333333333,400,4280.850216,16.4920509799963,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1998 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $706<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $235<br /><strong>Minimum Valuation (m):</strong> $400<br /><strong>Maximum Valuation (m):</strong> $150<br /><strong>Cumulative Sales Volume (m):</strong> $4,281</span></span></td></tr></tbody></table></html>","NBA"
1999,2061.2245,3,561.2245,687.074833333333,800,6371.62896,32.3500397298715,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1999 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $2,061<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $687<br /><strong>Minimum Valuation (m):</strong> $800<br /><strong>Maximum Valuation (m):</strong> $561<br /><strong>Cumulative Sales Volume (m):</strong> $6,372</span></span></td></tr></tbody></table></html>","NFL"
1999,200,1,200,200,200,4480.850216,4.46343864130628,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>1999 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $200<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $200<br /><strong>Minimum Valuation (m):</strong> $200<br /><strong>Maximum Valuation (m):</strong> $200<br /><strong>Cumulative Sales Volume (m):</strong> $4,481</span></span></td></tr></tbody></table></html>","NBA"
2000,635,1,635,635,635,7006.62896,9.06284610795203,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2000 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $635<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $635<br /><strong>Minimum Valuation (m):</strong> $635<br /><strong>Maximum Valuation (m):</strong> $635<br /><strong>Cumulative Sales Volume (m):</strong> $7,007</span></span></td></tr></tbody></table></html>","NFL"
2000,647,3,160,215.666666666667,285,5127.850216,12.6173732216518,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2000 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $647<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $216<br /><strong>Minimum Valuation (m):</strong> $285<br /><strong>Maximum Valuation (m):</strong> $160<br /><strong>Cumulative Sales Volume (m):</strong> $5,128</span></span></td></tr></tbody></table></html>","NBA"
2001,545,1,545,545,545,7551.62896,7.21698593623699,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2001 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $545<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $545<br /><strong>Minimum Valuation (m):</strong> $545<br /><strong>Maximum Valuation (m):</strong> $545<br /><strong>Cumulative Sales Volume (m):</strong> $7,552</span></span></td></tr></tbody></table></html>","NFL"
2001,200,1,200,200,200,5327.850216,3.75385928454562,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2001 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $200<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $200<br /><strong>Minimum Valuation (m):</strong> $200<br /><strong>Maximum Valuation (m):</strong> $200<br /><strong>Cumulative Sales Volume (m):</strong> $5,328</span></span></td></tr></tbody></table></html>","NBA"
2002,540,1,540,540,540,8091.62896,6.67356353917642,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2002 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $540<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $540<br /><strong>Minimum Valuation (m):</strong> $540<br /><strong>Maximum Valuation (m):</strong> $540<br /><strong>Cumulative Sales Volume (m):</strong> $8,092</span></span></td></tr></tbody></table></html>","NFL"
2002,360,1,360,360,360,5687.850216,6.3292805951063,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2002 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $360<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $360<br /><strong>Minimum Valuation (m):</strong> $360<br /><strong>Maximum Valuation (m):</strong> $360<br /><strong>Cumulative Sales Volume (m):</strong> $5,688</span></span></td></tr></tbody></table></html>","NBA"
2003,1000,1,1000,1000,1000,9091.62896,10.9991290273685,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2003 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $1,000<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $1,000<br /><strong>Minimum Valuation (m):</strong> $1,000<br /><strong>Maximum Valuation (m):</strong> $1,000<br /><strong>Cumulative Sales Volume (m):</strong> $9,092</span></span></td></tr></tbody></table></html>","NFL"
2003,300,1,300,300,300,5987.850216,5.01014536399686,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2003 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $300<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $300<br /><strong>Minimum Valuation (m):</strong> $300<br /><strong>Maximum Valuation (m):</strong> $300<br /><strong>Cumulative Sales Volume (m):</strong> $5,988</span></span></td></tr></tbody></table></html>","NBA"
2004,637.2549,1,637.2549,637.2549,637.2549,9728.88386,6.55013369642589,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2004 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $637<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $637<br /><strong>Minimum Valuation (m):</strong> $637<br /><strong>Maximum Valuation (m):</strong> $637<br /><strong>Cumulative Sales Volume (m):</strong> $9,729</span></span></td></tr></tbody></table></html>","NFL"
2004,909,3,208,303,401,6896.850216,13.1799295552513,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2004 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $909<br /><strong>Transactions:</strong> 3<br /><strong>Mean Valuation (m):</strong> $303<br /><strong>Minimum Valuation (m):</strong> $401<br /><strong>Maximum Valuation (m):</strong> $208<br /><strong>Cumulative Sales Volume (m):</strong> $6,897</span></span></td></tr></tbody></table></html>","NBA"
2005,600,1,600,600,600,10328.88386,5.80895291429872,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2005 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://img3.wikia.nocookie.net/__cb20140711021414/looneytunes/images/4/49/NFL-logo.png width='200' width='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $600<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $600<br /><strong>Minimum Valuation (m):</strong> $600<br /><strong>Maximum Valuation (m):</strong> $600<br /><strong>Cumulative Sales Volume (m):</strong> $10,329</span></span></td></tr></tbody></table></html>","NFL"
2005,375,1,375,375,375,7271.850216,5.15687189451318,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2005 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $375<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $375<br /><strong>Minimum Valuation (m):</strong> $375<br /><strong>Maximum Valuation (m):</strong> $375<br /><strong>Cumulative Sales Volume (m):</strong> $7,272</span></span></td></tr></tbody></table></html>","NBA"
2006,350,1,350,350,350,7621.850216,4.59206085243279,"<html><table border='2' cellpadding='1' style='line-height:1.1'><tbody><tr><th colspan='15'><span style='font-family:times new roman,times,serif;'><span style='font-size:14px;'>2006 NBA Franchise Sale Analysis</span></span></th></tr><tr><td style='text-align: center;'><img src=http://www.scuygo.com/images/nba.png width='200' heigh='200'/></span></td><td style='text-align: center;'><span style='font-family:times new roman,times,serif;'><span style='font-size:10px;'><strong>Transaction Volume (m):</strong> $350<br /><strong>Transactions:</strong> 1<br /><strong>Mean Valuation (m):</strong> $350<br /><strong>Minimum Valuation (m):</strong> $350<br /><strong>Maximum Valuation (m):</strong> $350<br /><strong>Cumulative Sales Volume (m):</strong> $7,622</span></span></td></tr></tbody></table></html>","NBA"
