"","player","major","player_url","player_image_url","race","sport","final_status_year","major_label","count","color","season","height_inches","weight","position"
"1","Ahmad Thomas","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208870560&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/AH/AHKHUYIIAGCSAQF.20130807191227.jpg","African-American","Football","FR","undisclosed",150,"#005C5C","2013",73,215,"DB"
"2","Allen Patrick","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/patrick_allen00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1268313.jpeg","African-American","Football","SR","undisclosed",150,"#005C5C","2007",73,196,"RB"
"3","Ashton Bennett","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208872763&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/GC/GCIDWHESIOURTGE.20130808162212.jpg","African-American","Football","FR.RS","undisclosed",150,"#005C5C","2013",70,160,"DB"
"4","Austin Bennett","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208870261&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/MZ/MZLIQKOQYKVSAGA.20130808162126.jpg","African-American","Football","FR","undisclosed",150,"#005C5C","2013",73,163,"WR"
"5","Austin Brown","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799139&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/VG/VGIRFAJTAKBJGLK.20130808161731.jpg","Caucasian","Football","SO.RS","undisclosed",150,"#005C5C","2013",75,201,"WR"
"6","Austin Haywood","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/haywood_austin00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634416.jpeg","African-American","Football","FR","undisclosed",150,"#005C5C","2010",75,237,"TE/HB"
"7","Ben Hampton","undisclosed","https://web.archive.org/web/20100102030111/http://soonersports.com/sports/m-footbl/mtt/hampton_ben00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3434652.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2009",75,237,"DS"
"8","Ben Sherrard","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/sherrard_ben00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843607.jpeg","Caucasian","Football","JR","undisclosed",150,"#005C5C","2011",76,228,"QB"
"9","Bennett Okotcha","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/okotcha_bennett00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843322.jpeg","African-American","Football","FR","undisclosed",150,"#005C5C","2011",71,168,"DB"
"10","Billy Batchelear","undisclosed","https://web.archive.org/web/20100102030111/http://soonersports.com/sports/m-footbl/mtt/batchelear_billy00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3434557.jpeg","Caucasian","Football","JR","undisclosed",150,"#005C5C","2009",75,230,"DE"
"11","Billy Batchlear","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/batchlear_billy00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634332.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2010",73,227,"DE"
"12","Brandon Kitchens","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799105&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/SA/SALDAKXCBUEVOCC.20130808153156.jpg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2013",71,161,"DB"
"13","Brandon Morris","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/morris_brandon00.html","http://graphics.fansonly.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","FR","undisclosed",150,"#005C5C","2007",70,218,"LB"
"14","Brandon Young","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208798780&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/XK/XKAKWZANMKWITCV.20130807185227.jpg","African-American","Football","JR","undisclosed",150,"#005C5C","2013",70,178,"DB"
"15","Brendan Northcutt","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=209264362&Q_SEASON=2013","http://graphics.fansonly.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","FR","undisclosed",150,"#005C5C","2013",79,220,"OL"
"16","Brett Coppenbarger","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/coppenbarger_brett00.html","http://grfx.cstv.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","SO","undisclosed",150,"#005C5C","2010",74,290,"OL"
"17","Brock Hesse","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/hesse_brock00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1268238.jpeg","Caucasian","Football","SO","undisclosed",150,"#005C5C","2007",69,213,"LB"
"18","Bryce Easley","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/easley_bryce00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634424.jpeg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2010",73,206,"K"
"19","Buck Buchanan","undisclosed","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/buchanan_buck00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/1722882.jpeg","No Photo","Football","FR.RS","undisclosed",150,"#005C5C","2008",73,229,"FB"
"20","Carter Whitson","undisclosed","https://web.archive.org/web/20100102030111/http://soonersports.com/sports/m-footbl/mtt/whitson_carter00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3434754.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2009",71,185,"WR"
"21","Casey Russell","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/russell_casey00.html","http://graphics.fansonly.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","FR.RS","undisclosed",150,"#005C5C","2007",75,205,"QB"
"22","Charles Walker","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208865960&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/OD/ODZVSRYKHQDFGSK.20130807190425.jpg","African-American","Football","FR","undisclosed",150,"#005C5C","2013",75,281,"DT"
"23","Chase Buck","undisclosed","https://web.archive.org/web/20121005040055/http://www.soonersports.com/sports/m-footbl/mtt/buck_chase00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/7919760.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2012",75,231,"TE"
"24","Chase Wasson","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/wasson_chase00.html","http://graphics.fansonly.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","SR","undisclosed",150,"#005C5C","2007",70,184,"WR"
"25","Chris Booker","undisclosed","https://web.archive.org/web/20120928030910/http://www.soonersports.com/sports/m-footbl/mtt/booker_chris00.html","http://grfx.cstv.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","SO","undisclosed",150,"#005C5C","2012",67,165,"WR"
"26","Cody Barrow","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799129&Q_SEASON=2013","http://graphics.fansonly.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","SO","undisclosed",150,"#005C5C","2013",70,185,"WR"
"27","Cody Chancellor","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208872860&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/SF/SFZTRYWJKMQUHVV.20130808161226.jpg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2013",75,177,"WR"
"28","Cody Thomas","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208862887&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/NY/NYOPQQGTKVGISXY.20130807191126.jpg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2013",77,209,"QB"
"29","Collin Cox","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/cox_collin00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1226536.jpeg","Caucasian","Football","SO","undisclosed",150,"#005C5C","2007",74,187,"WR"
"30","Colten Presgrove","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/presgrove_colten00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6715344.jpeg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2011",74,283,"OL"
"31","Connor Knight","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799339&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/YT/YTRXGCPEFHTAZAD.20130808152908.jpg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2013",76,226,"TE"
"32","Curtis Lofton","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/lofton_curtis00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1268260.jpeg","African-American","Football","JR","undisclosed",150,"#005C5C","2007",73,238,"LB"
"33","D.J. Ward","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208862891&Q_SEASON=2013","http://graphics.fansonly.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","FR","undisclosed",150,"#005C5C","2013",74,245,"DE"
"34","D.J. Wolfe","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/wolfe_dj00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1268372.jpeg","African-American","Football","SR","undisclosed",150,"#005C5C","2007",71,201,"DB"
"35","Dakota Austin","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208870060&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/OI/OIBLVIODOAUNNOX.20130808162447.jpg","African-American","Football","FR","undisclosed",150,"#005C5C","2013",71,151,"DB"
"36","Damien Williams","undisclosed","https://web.archive.org/web/20120919131850/http://www.soonersports.com/sports/m-footbl/mtt/williams_damien00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/7960238.jpeg","African-American","Football","SR","undisclosed",150,"#005C5C","2012",73,208,"RB"
"37","Daniel Brooks","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208409652&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/HI/HICFVNXSNQRZBCL.20130808161833.jpg","African-American","Football","FR.RS","undisclosed",150,"#005C5C","2013",68,176,"DB"
"38","Daniel Noble","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/noble_daniel00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634421.jpeg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2010",75,281,"DT"
"39","Dannon Cavil","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208864766&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/IO/IOZHFVFYRQKVKWN.20130808161316.jpg","African-American","Football","FR","undisclosed",150,"#005C5C","2013",77,214,"WR"
"40","Danzel Williams","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/williams_danzel00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843300.jpeg","African-American","Football","FR","undisclosed",150,"#005C5C","2011",68,186,"RB"
"41","Dau Jok","undisclosed","https://web.archive.org/web/20080123161743/http://www.soonersports.com/sports/m-baskbl/mtt/jok_dau00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-baskbl/auto_headshot/1443936.jpeg","African-American","Mens Basketball","SO","undisclosed",150,"#005C5C","2008",73,176,"G"
"42","David Anderson","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/anderson_david00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1267898.jpeg","African-American","Football","FR","undisclosed",150,"#005C5C","2007",77,223,"DE"
"43","David Driskill","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799204&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/NS/NSEUFKPXFGVZCUO.20130808160803.jpg","Caucasian","Football","JR","undisclosed",150,"#005C5C","2013",73,244,"DE"
"44","David Welchert","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/welchert_david00.html","http://grfx.cstv.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","FR","undisclosed",150,"#005C5C","2010",74,225,"FB"
"45","Derek Gove","undisclosed","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/gove_derek00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2276390.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2008",69,176,"RB"
"46","Derrick Bradley","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/bradley_derrick00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3434567.jpeg","African-American","Football","JR","undisclosed",150,"#005C5C","2011",66,170,"WR"
"47","Devin Frazier","undisclosed","https://web.archive.org/web/20100102030111/http://soonersports.com/sports/m-footbl/mtt/frazier_devin00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3434639.jpeg","Caucasian","Football","JR","undisclosed",150,"#005C5C","2009",74,275,"OL"
"48","Dillon Schooley","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/schooley_dillon00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843698.jpeg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2011",71,177,"DB"
"49","Dominique Alexander","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208870061&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/KX/KXNWLIHCZDXIHYE.20130808162529.jpg","African-American","Football","FR","undisclosed",150,"#005C5C","2013",74,216,"LB"
"50","Dominique Whaley","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/whaley_dominique00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843884.jpeg","African-American","Football","JR","undisclosed",150,"#005C5C","2011",70,197,"RB"
"51","Don Caudill","undisclosed","https://web.archive.org/web/20121005040100/http://www.soonersports.com/sports/m-footbl/mtt/caudill_don00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/7960117.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2012",73,194,"WR"
"52","Drew Allen","undisclosed","https://web.archive.org/web/20121119090843/http://www.soonersports.com/sports/m-footbl/mtt/allen_drew00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/7959032.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2012",77,226,"QB"
"53","Drew Serruto","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/serruto_drew00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843671.jpeg","Caucasian","Football","JR","undisclosed",150,"#005C5C","2011",77,295,"OL"
"54","Duke Robinson","undisclosed","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/robinson_duke00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398181.jpeg","African-American","Football","SR","undisclosed",150,"#005C5C","2008",77,335,"OL"
"55","Dylan Dismuke","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/dismuke_dylan00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843119.jpeg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2011",79,299,"OT"
"56","Dylan Hartsook","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208798840&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/HP/HPRQOHWXHAVODQE.20130808154144.jpg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2013",77,299,"OL"
"57","Dylan Hughey","undisclosed","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/hughey_dylan00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398115.jpeg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2008",73,210,"LB"
"58","Dylan Seibert","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/seibert_dylan00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843676.jpeg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2011",75,215,"P"
"59","Earl Parker","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/parker_earl00.html","http://graphics.fansonly.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","FR","undisclosed",150,"#005C5C","2007",73,190,"RB"
"60","Eli Ferguson","undisclosed","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/ferguson_eli00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398088.jpeg","Caucasian","Football","SO","undisclosed",150,"#005C5C","2008",68,180,"DB"
"61","Emmanuel Jones","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/jones_emmanuel00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634322.jpeg","African-American","Football","SR","undisclosed",150,"#005C5C","2010",71,198,"DB"
"62","Eric Hosek","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799283&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/LE/LETHRJZYNIHYFPI.20130607194206.jpeg","Caucasian","Football","SO.RS","undisclosed",150,"#005C5C","2013",70,153,"K"
"63","Eric Humphrey","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/humphrey_eric00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634374.jpeg","African-American","Football","FR","undisclosed",150,"#005C5C","2010",74,292,"DT"
"64","Erik Lee","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/lee_erik00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634338.jpeg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2010",74,205,"LB"
"65","Frank Booker","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750394&SPID=127260&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208861062&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/NM/NMTDQCQDYYXXCRV.20130828164610.jpg","Mixed-Race","Mens Basketball","FR","undisclosed",150,"#005C5C","2014",76,198,"G"
"66","Garrett Bothun","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/bothun_garrett00.html","http://graphics.fansonly.com/photos/schools/okla/sports/m-footbl/auto_headshot/1267908.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2007",69,173,"WR"
"67","Gary Simon","undisclosed","https://web.archive.org/web/20121119091022/http://www.soonersports.com/sports/m-footbl/mtt/simon_gary00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/7960217.jpeg","African-American","Football","SO","undisclosed",150,"#005C5C","2012",73,180,"DB"
"68","Grant Bothun","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799235&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/LE/LEIIJCRRCFITCNC.20130808162034.jpg","Caucasian","Football","SO","undisclosed",150,"#005C5C","2013",71,188,"WR"
"69","Hatari Byrd","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208864764&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/CU/CUMMKJQPKQSWOAH.20130808161640.jpg","African-American","Football","FR","undisclosed",150,"#005C5C","2013",73,198,"DB"
"70","Jack Braught","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208918762&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/PW/PWYKDZDZWYELUWB.20130808161943.jpg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2013",75,170,"P"
"71","Jack Steed","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208798904&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/VY/VYXEQYOEINNQZJE.20130807192041.jpg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2013",77,210,"P"
"72","Jake Reed","undisclosed","https://web.archive.org/web/20120928031109/http://www.soonersports.com/sports/m-footbl/mtt/reed_jake00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843706.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2012",76,300,"OL"
"73","Jameel Owens","undisclosed","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/owens_jameel00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398168.jpeg","African-American","Football","FR","undisclosed",150,"#005C5C","2008",75,200,"WR"
"74","James Toms","undisclosed","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/toms_james00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/2398195.jpeg","Caucasian","Football","FR","undisclosed",150,"#005C5C","2008",76,235,"TE"
"75","Jarred Kopepasah","undisclosed","https://web.archive.org/web/20080104164038/http://www.soonersports.com/sports/m-footbl/mtt/kopepasah_jarred00.html","http://graphics.fansonly.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","FR","undisclosed",150,"#005C5C","2007",71,225,"DS"
"76","Jed Barnett","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799258&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/IQ/IQCKIYUFQCBNHRW.20130808162351.jpg","Caucasian","Football","JR","undisclosed",150,"#005C5C","2013",74,227,"P"
"77","Jerico Rogers","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/rogers_jerico00.html","http://grfx.cstv.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","FR","undisclosed",150,"#005C5C","2010",73,212,"LB"
"78","Jesse Bell","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/bell_jesse00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/3677764.jpeg","African-American","Football","SR","undisclosed",150,"#005C5C","2011",73,188,"DB"
"79","Jesse Paulsen","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/paulsen_jesse00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634341.jpeg","Caucasian","Football","JR","undisclosed",150,"#005C5C","2011",73,193,"DB"
"80","Joe Palange","undisclosed","http://www.soonersports.com/ViewArticle.dbml?SPSID=750326&SPID=127245&DB_LANG=C&DB_OEM_ID=31000&ATCLID=208799183&Q_SEASON=2013","http://image.cdnllnwnl.xosnetwork.com/pics33/200/NL/NLNGRBWOGKKFGHR.20130808144852.jpg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2013",74,224,"FB"
"81","Joel Ossom","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/ossom_joel00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843324.jpeg","African-American","Football","JR","undisclosed",150,"#005C5C","2011",70,225,"FB"
"82","John Marr","undisclosed","https://web.archive.org/web/20081216010241/http://soonersports.com/sports/m-footbl/mtt/marr_john00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/1856719.jpeg","Caucasian","Football","FR.RS","undisclosed",150,"#005C5C","2008",73,215,"LB"
"83","John Nimmo","undisclosed","https://web.archive.org/web/20110106072238/http://www.soonersports.com/sports/m-footbl/mtt/nimmo_john00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/5634277.jpeg","Caucasian","Football","SR","undisclosed",150,"#005C5C","2010",74,210,"QB"
"84","John Sosanya","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/sosanya_john00.html","http://grfx.cstv.com/schools/okla/graphics/mtt-logo.gif","No Photo","Football","JR","undisclosed",150,"#005C5C","2011",71,186,"DB"
"85","Jordan Eagle Road","undisclosed","https://web.archive.org/web/20120104171845/http://www.soonersports.com/sports/m-footbl/mtt/eagleroad_jordan00.html","http://grfx.cstv.com/photos/schools/okla/sports/m-footbl/auto_headshot/6843122.jpeg","Native American","Football","FR","undisclosed",150,"#005C5C","2011",74,185,"WR"
