Player_Name,Draft_Year,Player_Combine_Year,Player_Height_WO_Shoes,Player_Height_WO_Shoes_Inches,Player_Height_W_Shoes,Player_Height_W_Shoes_Inches,Player_Height,Player_Height_Inches,Player_Weight_LBS,Player_Wingspan,Player_Wingspan_Inches,Player_Reach,Player_Reach_Inches,Player_Bodyfat_Percent,Player_Hand_Length_Inches,Player_Hand_Width_Inches,Player_Vertical_No_Step,Player_Vertical_No_Step_Reach,Player_Vertical_No_Step_Reach_Inches,Player_Max_Vertical_Inches,Player_Max_Vertical_Reach,Player_Max_Vertical_Reach_Inches,Player_Bench_225,Player_Agility_Seconds,Player_Sprint_Three_Quarter_Court,Player_Rank,Pick,Player_DraftExpress_Profile,Player_DraftExpress_Stats,Player_DBPedia_URL,Player_DBPedia_Data,ID.Pick,Round,Round.Pick,Pick_2,Draft_Franchise,Postdraft_Franchise,Player_Drafted_From,Player_Birthday
Rasual Butler,2002,2002,"6'6.75""",78.75,"6'7.5""",79.5,6.62499735,79.5,198,"7'0""",84,"8'9.5""",105.5,NA,NA,NA,31.5,"11'5""",137,37.5,"11'11""",143,10,11.54,3.29,27,52,draftexpress.com/profile/Rasual-Butler-1895/,draftexpress.com/profile/Rasual-Butler-1895/stats,live.dbpedia.org/page/Rasual_Butler,live.dbpedia.org/data/Rasual_Butler.json,2.24,2,24,52,Heat,Heat,La Salle,5/23/79
Raul Neto,2011,2011,"6'0.05""",72.05,"6'1.23""",73.23,6.102497559,73.23,168,"6'1.62""",73.62,"7'8.13""",92.13,0.041,NA,NA,23,"9'7.13""",115.13,27.5,"9'11.63""",119.63,NA,NA,3.28,NA,NA,draftexpress.com/profile/Raul-Neto-5958/,draftexpress.com/profile/Raul-Neto-5958/stats,live.dbpedia.org/page/Raul_Neto,live.dbpedia.org/data/Raul_Neto.json,NA,NA,NA,NA,NA,NA,NA,NA
Ravern Johnson,2011,2011,"6'5.5""",77.5,"6'7""",79,6.5833307,79,175,"6'8.5""",80.5,"8'8""",104,0.03,8.75,NA,29.5,"11'1.5""",133.5,36.5,"11'8.5""",140.5,NA,9.21,3.88,NA,NA,draftexpress.com/profile/Ravern-Johnson-5673/,draftexpress.com/profile/Ravern-Johnson-5673/stats,live.dbpedia.org/page/Ravern_Johnson,live.dbpedia.org/data/Ravern_Johnson.json,NA,NA,NA,NA,NA,NA,NA,NA
Rawle Marshall,2005,2005,"6'4.5""",76.5,"6'5.75""",77.75,6.479164075,77.75,187,"7'1""",85,"8'8""",104,NA,NA,NA,30.5,"11'2.5""",134.5,37,"11'9""",141,7,11.64,3.21,40,NA,draftexpress.com/profile/Rawle-Marshall-329/,draftexpress.com/profile/Rawle-Marshall-329/stats,live.dbpedia.org/page/Rawle_Marshall,live.dbpedia.org/data/Rawle_Marshall.json,NA,NA,NA,NA,NA,NA,NA,NA
Ray Allen,1996,1996,"6'5""",77,NA,NA,6.51666406,78.2,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,draftexpress.com/profile/Ray-Allen-1485/,draftexpress.com/profile/Ray-Allen-1485/stats,live.dbpedia.org/page/Ray_Allen,live.dbpedia.org/data/Ray_Allen.json,1.5,1,5,5,Timberwolves,Bucks,Connecticut,7/20/75
Ray McCallum,2009,2009,NA,NA,"6'0.5""",72.5,6.04166425,72.5,179,"6'1.5""",73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Ray-McCallum-5718/,draftexpress.com/profile/Ray-McCallum-5718/stats,live.dbpedia.org/page/Ray_McCallum,live.dbpedia.org/data/Ray_McCallum.json,NA,NA,NA,NA,NA,NA,NA,NA
Ray McCallum,2011,2011,NA,NA,"6'2""",74,6.1666642,74,187,"6'3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Ray-McCallum-5718/,draftexpress.com/profile/Ray-McCallum-5718/stats,live.dbpedia.org/page/Ray_McCallum,live.dbpedia.org/data/Ray_McCallum.json,NA,NA,NA,NA,NA,NA,NA,NA
Ray McCallum,2012,2012,NA,NA,"6'1.5""",73.5,6.12499755,73.5,190,"6'3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Ray-McCallum-5718/,draftexpress.com/profile/Ray-McCallum-5718/stats,live.dbpedia.org/page/Ray_McCallum,live.dbpedia.org/data/Ray_McCallum.json,NA,NA,NA,NA,NA,NA,NA,NA
Ray McCallum,2013,2013,"6'0.25""",72.25,"6'1.75""",73.75,6.145830875,73.75,191,"6'3.25""",75.25,"8'0.5""",96.5,0.073,8,8.75,30.5,"10'7""",127,40,"11'4.5""",136.5,5,10.82,3.25,NA,NA,draftexpress.com/profile/Ray-McCallum-5718/,draftexpress.com/profile/Ray-McCallum-5718/stats,live.dbpedia.org/page/Ray_McCallum,live.dbpedia.org/data/Ray_McCallum.json,NA,NA,NA,NA,NA,NA,NA,NA
Raymar Morgan,2010,2010,"6'7""",79,NA,NA,6.68333066,80.2,223,"6'10""",82,"8'8.5""",104.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Raymar-Morgan-1139/,draftexpress.com/profile/Raymar-Morgan-1139/stats,live.dbpedia.org/page/Raymar_Morgan,live.dbpedia.org/data/Raymar_Morgan.json,NA,NA,NA,NA,NA,NA,NA,NA
Raymond Felton,2005,2005,"5'11.5""",71.5,"6'0.25""",72.25,6.020830925,72.25,199,"6'4.25""",76.25,"8'2""",98,NA,NA,NA,29,"10'7""",127,33.5,"10'11.5""",131.5,6,10.5,3.06,18,5,draftexpress.com/profile/Raymond-Felton-5/,draftexpress.com/profile/Raymond-Felton-5/stats,live.dbpedia.org/page/Raymond_Felton,live.dbpedia.org/data/Raymond_Felton.json,1.5,1,5,5,Bobcats,Bobcats,North Carolina,6/26/84
Reed Rawlings,2000,2000,"6'6.25""",78.25,"6'7.5""",79.5,6.62499735,79.5,218,"6'9.25""",81.25,"8'8""",104,NA,NA,NA,28.5,"11'0.5""",132.5,33.5,"11'5.5""",137.5,13,11.1,3.27,18,NA,draftexpress.com/profile/Reed-Rawlings-37577/,draftexpress.com/profile/Reed-Rawlings-37577/stats,live.dbpedia.org/page/Reed_Rawlings,live.dbpedia.org/data/Reed_Rawlings.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Bullock,2009,2009,NA,NA,"6'5.5""",77.5,6.45833075,77.5,190,"6'8.5""",80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Reggie-Bullock-5212/,draftexpress.com/profile/Reggie-Bullock-5212/stats,live.dbpedia.org/page/Reggie_Bullock,live.dbpedia.org/data/Reggie_Bullock.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Bullock,2013,2013,"6'5.75""",77.75,"6'7""",79,6.5833307,79,200,"6'8.75""",80.75,"8'6""",102,0.07,8.5,9,31,"11'1""",133,36.5,"11'6.5""",138.5,11,11.33,3.31,NA,NA,draftexpress.com/profile/Reggie-Bullock-5212/,draftexpress.com/profile/Reggie-Bullock-5212/stats,live.dbpedia.org/page/Reggie_Bullock,live.dbpedia.org/data/Reggie_Bullock.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Cameron,2012,2012,NA,NA,"6'7.5""",79.5,6.62499735,79.5,221,"6'7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Reggie-Cameron-7141/,draftexpress.com/profile/Reggie-Cameron-7141/stats,live.dbpedia.org/page/Reggie_Cameron,live.dbpedia.org/data/Reggie_Cameron.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Evans,2002,2002,"6'7.5""",79.5,"6'8.5""",80.5,6.70833065,80.5,250,"7'2.5""",86.5,"8'11.5""",107.5,NA,NA,NA,26,"11'1.5""",133.5,29.5,"11'5""",137,15,12.73,3.26,48,NA,draftexpress.com/profile/Reggie-Evans-2383/,draftexpress.com/profile/Reggie-Evans-2383/stats,live.dbpedia.org/page/Reggie_Evans,live.dbpedia.org/data/Reggie_Evans.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Geary,1996,1996,"6'1""",73,NA,NA,6.18333086,74.2,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,draftexpress.com/profile/Reggie-Geary-2537/,draftexpress.com/profile/Reggie-Geary-2537/stats,live.dbpedia.org/page/Reggie_Geary,live.dbpedia.org/data/Reggie_Geary.json,2.27,2,27,56,Cavaliers,Cavaliers,Arizona,8/31/73
Reggie Hamilton,2012,2012,"5'11.5""",71.5,NA,NA,6.05833091,72.7,180,"6'4.5""",76.5,NA,NA,NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA,10.68,3.35,NA,NA,draftexpress.com/profile/Reggie-HamiltonNA90/,draftexpress.com/profile/Reggie-HamiltonNA90/stats,live.dbpedia.org/page/Reggie_Hamilton,live.dbpedia.org/data/Reggie_Hamilton.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Holmes,2010,2010,"6'3""",75,NA,NA,6.34999746,76.2,196,"6'4.5""",76.5,"8'1""",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Reggie-Holmes-21690/,draftexpress.com/profile/Reggie-Holmes-21690/stats,live.dbpedia.org/page/Reggie_Holmes,live.dbpedia.org/data/Reggie_Holmes.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Johnson,2011,2011,"6'8.5""",80.5,"6'10""",82,6.8333306,82,307,"7'2.5""",86.5,"9'1""",109,0.224,10.5,NA,23,"11'0""",132,25.5,"11'2.5""",134.5,NA,9.95,4.42,NA,NA,draftexpress.com/profile/Reggie-Johnson-6344/,draftexpress.com/profile/Reggie-Johnson-6344/stats,live.dbpedia.org/page/Reggie_Johnson,live.dbpedia.org/data/Reggie_Johnson.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Johnson,2012,2012,NA,NA,"6'9""",81,6.7499973,81,329,"7'1.5""",85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Reggie-Johnson-6344/,draftexpress.com/profile/Reggie-Johnson-6344/stats,live.dbpedia.org/page/Reggie_Johnson,live.dbpedia.org/data/Reggie_Johnson.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Smith,2009,2009,NA,NA,"6'1""",73,6.0833309,73,175,"6'4""",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Reggie-Smith-18924/,draftexpress.com/profile/Reggie-Smith-18924/stats,live.dbpedia.org/page/Reggie_Smith,live.dbpedia.org/data/Reggie_Smith.json,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Williams,2008,2008,"6'3.25""",75.25,"6'4""",76,6.3333308,76,199,"6'9.25""",81.25,"8'7""",103,0.053,NA,NA,31.5,"11'2.5""",134.5,36.5,"11'7.5""",139.5,15,11.32,3.07,NA,NA,draftexpress.com/profile/Reggie-Williams-1232/,draftexpress.com/profile/Reggie-Williams-1232/stats,live.dbpedia.org/page/Reggie_Williams,live.dbpedia.org/data/Reggie_Williams.json,NA,NA,NA,NA,NA,NA,NA,NA
Reginald Buckner,2013,2013,"6'7.5""",79.5,NA,NA,6.72499731,80.7,241,"6'10.5""",82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Reginald-Buckner-36194/,draftexpress.com/profile/Reginald-Buckner-36194/stats,live.dbpedia.org/page/Reginald_Buckner,live.dbpedia.org/data/Reginald_Buckner.json,NA,NA,NA,NA,NA,NA,NA,NA
Renaldas Seibutis,2007,2007,"6'4.75""",76.75,"6'5.75""",77.75,6.479164075,77.75,185,"6'8.75""",80.75,"8'5""",101,0.061,NA,NA,24,"10'5""",125,32.5,"11'1.5""",133.5,1,11.33,3.39,73,50,draftexpress.com/profile/Renaldas-Seibutis-426/,draftexpress.com/profile/Renaldas-Seibutis-426/stats,live.dbpedia.org/page/Renaldas_Seibutis,live.dbpedia.org/data/Renaldas_Seibutis.json,2.2,2,2,50,Mavericks,Mavericks,Maroussi,7/23/85
Renaldo Balkman,2006,2006,"6'5.25""",77.25,"6'6.5""",78.5,6.54166405,78.5,206,"7'1""",85,"8'8.5""",104.5,0.049,NA,NA,30.5,"11'3""",135,35,"11'7.5""",139.5,9,11.58,3.22,39,20,draftexpress.com/profile/Renaldo-Balkman-588/,draftexpress.com/profile/Renaldo-Balkman-588/stats,live.dbpedia.org/page/Renaldo_Balkman,live.dbpedia.org/data/Renaldo_Balkman.json,1.2,1,2,20,Knicks,Knicks,South Carolina,7/14/84
Renardo Sidney,2012,2012,"6'8.5""",80.5,"6'9.5""",81.5,6.79166395,81.5,304,"7'4.5""",88.5,"9'1.5""",109.5,0.224,10.25,NA,30,"11'7.5""",139.5,31,"11'8.5""",140.5,14,13.22,3.55,NA,NA,draftexpress.com/profile/Renardo-Sidney-1113/,draftexpress.com/profile/Renardo-Sidney-1113/stats,live.dbpedia.org/page/Renardo_Sidney,live.dbpedia.org/data/Renardo_Sidney.json,NA,NA,NA,NA,NA,NA,NA,NA
Reyshawn Terry,2007,2007,"6'6.75""",78.75,"6'7.5""",79.5,6.62499735,79.5,222,"6'10""",82,"8'7.5""",103.5,0.089,NA,NA,31,"11'2.5""",134.5,37.5,"11'9""",141,18,11.76,3.26,11,44,http://www.draftexpress.com/profile/Reyshawn-Terry-1007/,http://www.draftexpress.com/profile/Reyshawn-Terry-1007/stats,live.dbpedia.org/page/Reyshawn_Terry,live.dbpedia.org/data/Reyshawn_Terry.json,2.14,2,14,44,Magic,Mavericks,North Carolina,4/7/84
Ricardo Gathers,2010,2010,NA,NA,"6'6""",78,6.4999974,78,235,"6'9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Ricardo-Gathers-6277/,draftexpress.com/profile/Ricardo-Gathers-6277/stats,live.dbpedia.org/page/Ricardo_Gathers,live.dbpedia.org/data/Ricardo_Gathers.json,NA,NA,NA,NA,NA,NA,NA,NA
Ricardo Ledo,2010,2010,NA,NA,"6'5""",77,6.4166641,77,175,"6'5.5""",77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Ricky-Ledo-6289/,draftexpress.com/profile/Ricky-Ledo-6289/stats,live.dbpedia.org/page/Ricardo_Ledo,live.dbpedia.org/data/Ricardo_Ledo.json,NA,NA,NA,NA,NA,NA,NA,NA
Ricardo Ledo,2011,2011,NA,NA,"6'6""",78,6.4999974,78,193,"6'7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Ricky-Ledo-6289/,draftexpress.com/profile/Ricky-Ledo-6289/stats,live.dbpedia.org/page/Ricardo_Ledo,live.dbpedia.org/data/Ricardo_Ledo.json,NA,NA,NA,NA,NA,NA,NA,NA
Ricardo Ratliffe,2012,2012,"6'7""",79,"6'7.75""",79.75,6.645830675,79.75,244,"7'0.5""",84.5,"8'9""",105,0.102,9.13,NA,31,"11'4""",136,31.5,"11'4.5""",136.5,15,12.43,3.33,NA,NA,draftexpress.com/profile/Ricardo-Ratliffe-18687/,draftexpress.com/profile/Ricardo-Ratliffe-18687/stats,live.dbpedia.org/page/Ricardo_Ratliffe,live.dbpedia.org/data/Ricardo_Ratliffe.json,NA,NA,NA,NA,NA,NA,NA,NA
Riccardo Moraschini,2012,2012,"6'4.25""",76.25,"6'5.25""",77.25,6.437497425,77.25,210,"6'8.5""",80.5,"8'5.5""",101.5,NA,NA,NA,26.5,"10'8""",128,30.5,"11'0""",132,NA,11.36,3.45,NA,NA,draftexpress.com/profile/Riccardo-Moraschini-6207/,draftexpress.com/profile/Riccardo-Moraschini-6207/stats,live.dbpedia.org/page/Riccardo_Moraschini,live.dbpedia.org/data/Riccardo_Moraschini.json,NA,NA,NA,NA,NA,NA,NA,NA
Rich Melzer,2004,2004,"6'7.5""",79.5,"6'8.75""",80.75,6.729163975,80.75,229,"7'2""",86,"8'11""",107,NA,NA,NA,24.5,"10'11.5""",131.5,28.5,"11'3.5""",135.5,8,11.74,3.39,61,NA,draftexpress.com/profile/Rich-Melzer-5650/,draftexpress.com/profile/Rich-Melzer-5650/stats,live.dbpedia.org/page/Rich_Melzer,live.dbpedia.org/data/Rich_Melzer.json,NA,NA,NA,NA,NA,NA,NA,NA
Richard Hendrix,2008,2008,"6'6.75""",78.75,"6'7.75""",79.75,6.645830675,79.75,250,"7'3""",87,"9'0""",108,0.092,NA,NA,26.5,"11'2.5""",134.5,28,"11'4""",136,13,10.62,3.27,NA,49,draftexpress.com/profile/Richard-Hendrix-229/,draftexpress.com/profile/Richard-Hendrix-229/stats,live.dbpedia.org/page/Richard_Hendrix,live.dbpedia.org/data/Richard_Hendrix.json,2.19,2,19,49,Warriors,Warriors,Alabama,11/15/86
Richard Howell,2013,2013,"6'6.25""",78.25,"6'7.5""",79.5,6.62499735,79.5,250,"6'10.25""",82.25,"8'9.5""",105.5,0.088,8.75,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Richard-Howell-5246/,draftexpress.com/profile/Richard-Howell-5246/stats,live.dbpedia.org/page/Richard_Howell,live.dbpedia.org/data/Richard_Howell.json,NA,NA,NA,NA,NA,NA,NA,NA
Richard Jefferson,2001,2001,"6'7.25""",79.25,"6'8.5""",80.5,6.70833065,80.5,223,"7'0""",84,"8'7""",103,NA,NA,NA,33,"11'4""",136,38.5,"11'9.5""",141.5,14,11.19,3.15,7,13,draftexpress.com/profile/Richard-Jefferson-2978/,draftexpress.com/profile/Richard-Jefferson-2978/stats,live.dbpedia.org/page/Richard_Jefferson,live.dbpedia.org/data/Richard_Jefferson.json,1.13,1,13,13,Rockets,Nets,Arizona,6/21/80
Richard Roby,2008,2008,"6'4.25""",76.25,"6'5.5""",77.5,6.45833075,77.5,203,"6'9.75""",81.75,"8'8""",104,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Richard-Roby-345/,draftexpress.com/profile/Richard-Roby-345/stats,live.dbpedia.org/page/Richard_Roby,live.dbpedia.org/data/Richard_Roby.json,NA,NA,NA,NA,NA,NA,NA,NA
Rick Anderson,2003,2003,"6'8.25""",80.25,"6'9.25""",81.25,6.770830625,81.25,216,"6'11""",83,"8'10.5""",106.5,0.099,NA,NA,26,"11'0.5""",132.5,30.5,"11'5""",137,6,11.23,3.4,64,NA,draftexpress.com/profile/Rick-Anderson-33715/,draftexpress.com/profile/Rick-Anderson-33715/stats,live.dbpedia.org/page/Rick_Anderson,live.dbpedia.org/data/Rick_Anderson.json,NA,NA,NA,NA,NA,NA,NA,NA
Rick Jackson,2011,2011,"6'8.25""",80.25,"6'9.25""",81.25,6.770830625,81.25,242,"7'2""",86,"8'10.5""",106.5,0.083,8.75,9.5,28.5,"11'3""",135,33,"11'7.5""",139.5,9,11.51,3.26,NA,NA,draftexpress.com/profile/Rick-Jackson-5779/,draftexpress.com/profile/Rick-Jackson-5779/stats,live.dbpedia.org/page/Rick_Jackson,live.dbpedia.org/data/Rick_Jackson.json,NA,NA,NA,NA,NA,NA,NA,NA
Rickey Paulding,2004,2004,"6'2.75""",74.75,"6'4""",76,6.3333308,76,210,"6'9.5""",81.5,"8'5.5""",101.5,NA,NA,NA,30,"10'11.5""",131.5,36,"11'5.5""",137.5,17,11.14,3.17,6,54,draftexpress.com/profile/Rickey-Paulding-5296/,draftexpress.com/profile/Rickey-Paulding-5296/stats,live.dbpedia.org/page/Rickey_Paulding,live.dbpedia.org/data/Rickey_Paulding.json,2.25,2,25,54,Pistons,Pistons,Missouri,10-32-1982
Ricky Davis,1998,1998,"6'5.5""",77.5,NA,NA,6.55833071,78.7,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,draftexpress.com/profile/Ricky-Davis-2177/,draftexpress.com/profile/Ricky-Davis-2177/stats,live.dbpedia.org/page/Ricky_Davis,live.dbpedia.org/data/Ricky_Davis.json,1.21,1,21,21,Hornets,Hornets,Iowa,9/23/79
Ricky Harris,2009,2009,NA,NA,"6'1.5""",73.5,6.12499755,73.5,191,"6'3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Ricky-Harris-21798/,draftexpress.com/profile/Ricky-Harris-21798/stats,live.dbpedia.org/page/Ricky_Harris,live.dbpedia.org/data/Ricky_Harris.json,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Ledo,2013,2013,"6'4.75""",76.75,"6'6""",78,6.4999974,78,197,"6'7.25""",79.25,"8'6.5""",102.5,0.103,8.5,9.25,27,"10'9.5""",129.5,33.5,"11'4""",136,4,10.72,3.32,NA,NA,draftexpress.com/profile/Ricky-Ledo-6289/,draftexpress.com/profile/Ricky-Ledo-6289/stats,live.dbpedia.org/page/Ricky_Ledo,live.dbpedia.org/data/Ricky_Ledo.json,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Minard,2003,2003,"6'3.75""",75.75,"6'4.25""",76.25,6.354164125,76.25,198,"6'7.25""",79.25,"8'5.5""",101.5,0.093,NA,NA,27,"10'8.5""",128.5,32,"11'1.5""",133.5,16,12.19,3.21,39,48,draftexpress.com/profile/Ricky-Minard-5333/,draftexpress.com/profile/Ricky-Minard-5333/stats,live.dbpedia.org/page/Ricky_Minard,live.dbpedia.org/data/Ricky_Minard.json,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Minard,2004,2004,"6'3.25""",75.25,"6'4.25""",76.25,6.354164125,76.25,198,"6'7""",79,"8'5.5""",101.5,NA,NA,NA,27.5,"10'9""",129,33,"11'2.5""",134.5,13,10.94,3.1,15,48,draftexpress.com/profile/Ricky-Minard-5333/,draftexpress.com/profile/Ricky-Minard-5333/stats,live.dbpedia.org/page/Ricky_Minard,live.dbpedia.org/data/Ricky_Minard.json,2.19,2,19,48,Kings,Kings,Morehead State,9/11/82
Rob Kurz,2008,2008,"6'8.5""",80.5,"6'9.75""",81.75,6.812497275,81.75,229,"7'0.5""",84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Rob-Kurz-5492/,draftexpress.com/profile/Rob-Kurz-5492/stats,live.dbpedia.org/page/Rob_Kurz,live.dbpedia.org/data/Rob_Kurz.json,NA,NA,NA,NA,NA,NA,NA,NA
Rob McKiver,2008,2008,"6'2""",74,"6'2.75""",74.75,6.229164175,74.75,208,"6'3.5""",75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Rob-McKiver-5075/,draftexpress.com/profile/Rob-McKiver-5075/stats,live.dbpedia.org/page/Rob_McKiver,live.dbpedia.org/data/Rob_McKiver.json,NA,NA,NA,NA,NA,NA,NA,NA
Robb Dryden,2001,2001,"7'1""",85,"7'2""",86,7.1666638,86,241,"7'2.5""",86.5,"9'2.25""",110.25,NA,NA,NA,27,"11'5.25""",137.25,30,"11'8.25""",140.25,8,12.47,3.46,73,NA,draftexpress.com/profile/Robert-Dryden-37020/,draftexpress.com/profile/Robert-Dryden-37020/stats,live.dbpedia.org/page/Robb_Dryden,live.dbpedia.org/data/Robb_Dryden.json,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Hummel,2012,2012,"6'7.25""",79.25,"6'8.5""",80.5,6.70833065,80.5,218,"6'8.5""",80.5,"8'6""",102,0.094,8.5,9.5,27.5,"10'9.5""",129.5,30,"11'0""",132,13,11.56,3.41,NA,58,draftexpress.com/profile/Robbie-Hummel-5143/,draftexpress.com/profile/Robbie-Hummel-5143/stats,live.dbpedia.org/page/Robbie_Hummel,live.dbpedia.org/data/Robbie_Hummel.json,2.28,2,28,58,Timberwolves,Timberwolves,Purdue,3/8/89
Robert Archibald,2002,2002,"6'10""",82,"6'11""",83,6.9166639,83,250,"6'11.75""",83.75,"9'1.5""",109.5,NA,NA,NA,24,"11'1.5""",133.5,27.5,"11'5""",137,10,11.34,3.33,56,31,draftexpress.com/profile/Robert-Archibald-1524/,draftexpress.com/profile/Robert-Archibald-1524/stats,live.dbpedia.org/page/Robert_Archibald,live.dbpedia.org/data/Robert_Archibald.json,2.3,2,3,31,Grizzlies,Grizzlies,Illinois,3/29/80
Robert Carter,2010,2010,"6'7""",79,NA,NA,6.68333066,80.2,245,"7'2""",86,"8'10.5""",106.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Robert-Carter-6287/,draftexpress.com/profile/Robert-Carter-6287/stats,live.dbpedia.org/page/Robert_Carter,live.dbpedia.org/data/Robert_Carter.json,NA,NA,NA,NA,NA,NA,NA,NA
Robert Carter,2011,2011,NA,NA,"6'8""",80,6.666664,80,260,"7'2.5""",86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Robert-Carter-6287/,draftexpress.com/profile/Robert-Carter-6287/stats,live.dbpedia.org/page/Robert_Carter,live.dbpedia.org/data/Robert_Carter.json,NA,NA,NA,NA,NA,NA,NA,NA
Robert Covington,2013,2013,"6'6.25""",78.25,"6'7.5""",79.5,6.62499735,79.5,209,"7'1.75""",85.75,"8'10""",106,0.047,9,8.5,29.5,"11'3.5""",135.5,36,"11'10""",142,9,11.69,3.34,NA,NA,draftexpress.com/profile/Robert-CovingtonNA37/,draftexpress.com/profile/Robert-CovingtonNA37/stats,live.dbpedia.org/page/Robert_Covington,live.dbpedia.org/data/Robert_Covington.json,NA,NA,NA,NA,NA,NA,NA,NA
Robert Hite,2006,2006,"6'1""",73,"6'2""",74,6.1666642,74,184,"6'7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,draftexpress.com/profile/Robert-Hite-1033/,draftexpress.com/profile/Robert-Hite-1033/stats,live.dbpedia.org/page/Robert_Hite,live.dbpedia.org/data/Robert_Hite.json,NA,NA,NA,NA,NA,NA,NA,NA
Robert Horry,1992,1992,"6'8""",80,NA,NA,6.76666396,81.2,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,draftexpress.com/profile/Robert-Horry-2873/,draftexpress.com/profile/Robert-Horry-2873/stats,live.dbpedia.org/page/Robert_Horry,live.dbpedia.org/data/Robert_Horry.json,1.11,1,11,11,Rockets,Rockets,Alabama,8/25/70
Robert Jackson,2003,2003,"6'7.75""",79.75,"6'9.25""",81.25,6.770830625,81.25,254,"7'0""",84,"8'11.5""",107.5,0.159,NA,NA,23.5,"10'11""",131,26,"11'1.5""",133.5,15,11.26,3.25,43,NA,draftexpress.com/profile/Robert-Jackson-33003/,draftexpress.com/profile/Robert-Jackson-33003/stats,live.dbpedia.org/page/Robert_Jackson,live.dbpedia.org/data/Robert_Jackson.json,NA,NA,NA,NA,NA,NA,NA,NA
