"","player","league","team","player_off_roster_13_14","season","id_contract_type","salary","agency","agent","salary_amnesty"
"226","Corey Brewer","nba","Timberwolves",FALSE,"2015-2016","PO",4905000,"Relativity Sports","Dan Fegan",FALSE
"227","Cory Joseph","nba","Spurs",FALSE,"2014-2015","TO",2023261,"Klutch Sports Management","Rich Paul",FALSE
"228","Cory Joseph","nba","Spurs",FALSE,"2013-2014","G",1120920,"Klutch Sports Management","Rich Paul",FALSE
"229","Cory Joseph","nba","Spurs",FALSE,"2015-2016","QO",3034891,"Klutch Sports Management","Rich Paul",FALSE
"230","Courtney Lee","nba","Celtics",FALSE,"2014-2015","G",5450000,"Relativity Sports","Dan Fegan",FALSE
"231","Courtney Lee","nba","Celtics",FALSE,"2015-2016","G",5675000,"Relativity Sports","Dan Fegan",FALSE
"232","Courtney Lee","nba","Celtics",FALSE,"2013-2014","G",5225000,"Relativity Sports","Dan Fegan",FALSE
"233","D.J. Augustin","nba","Raptors",FALSE,"2013-2014","G",1267000,"IAM Sports","Raymond Brothers",FALSE
"234","Damian Lillard","nba","Trail Blazers",FALSE,"2016-2017","QO",5651206,"Goodwin Management Group","Aaron Goodwin",FALSE
"235","Damian Lillard","nba","Trail Blazers",FALSE,"2014-2015","TO",3340920,"Goodwin Management Group","Aaron Goodwin",FALSE
"236","Damian Lillard","nba","Trail Blazers",FALSE,"2013-2014","G",3202920,"Goodwin Management Group","Aaron Goodwin",FALSE
"237","Damian Lillard","nba","Trail Blazers",FALSE,"2015-2016","TO",4236287,"Goodwin Management Group","Aaron Goodwin",FALSE
"238","Daniel Orton","nba","Thunder",FALSE,"2014-2015","U",981084,"Vartanian Sports Management","Ara Vartanian",FALSE
"239","Daniel Orton","nba","Thunder",FALSE,"2013-2014","U",916099,"Vartanian Sports Management","Ara Vartanian",FALSE
"240","Danilo Gallinari","nba","Nuggets",FALSE,"2015-2016","G",11559225,"Wasserman Media Group","Arn Tellem",FALSE
"241","Danilo Gallinari","nba","Nuggets",FALSE,"2013-2014","G",10146925,"Wasserman Media Group","Arn Tellem",FALSE
"242","Danilo Gallinari","nba","Nuggets",FALSE,"2014-2015","G",10854850,"Wasserman Media Group","Arn Tellem",FALSE
"243","Danny Granger","nba","Pacers",FALSE,"2013-2014","G",14021788,"Creative Artists Agency","Aaron Mintz",FALSE
"244","Danny Green","nba","Spurs",FALSE,"2013-2014","G",3762500,"BDA Sports Management","Bill Duffy",FALSE
"245","Danny Green","nba","Spurs",FALSE,"2014-2015","G",4025000,"BDA Sports Management","Bill Duffy",FALSE
"246","Dante Cunningham","nba","Timberwolves",FALSE,"2013-2014","G",2180000,"Bell Management","Joel Bell",FALSE
"247","Darius Miller","nba","Pelicans",FALSE,"2013-2014","G",788872,"The Neustadt Group","Doug Neustadt",FALSE
"248","Darius Miller","nba","Pelicans",FALSE,"2014-2015","QO",1115243,"The Neustadt Group","Doug Neustadt",FALSE
"249","Darrell Arthur","nba","Nuggets",FALSE,"2013-2014","G",3231683,"Independent","Jerry Hicks",FALSE
"250","Darrell Arthur","nba","Nuggets",FALSE,"2014-2015","PO",3457149,"Independent","Jerry Hicks",FALSE
"251","Darren Collison","nba","Clippers",FALSE,"2014-2015","PO",1985500,"BDA Sports Management","Rade Filipovich",FALSE
"252","Darren Collison","nba","Clippers",FALSE,"2013-2014","G",1900000,"BDA Sports Management","Rade Filipovich",FALSE
"253","David Lee","nba","Warriors",FALSE,"2014-2015","G",15012000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"254","David Lee","nba","Warriors",FALSE,"2013-2014","G",13878000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"255","David Lee","nba","Warriors",FALSE,"2015-2016","G",15493680,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"256","David West","nba","Pacers",FALSE,"2014-2015","G",12000000,"Octagon Athlete Representation","Jeff Austin",FALSE
"257","David West","nba","Pacers",FALSE,"2013-2014","G",12000000,"Octagon Athlete Representation","Jeff Austin",FALSE
"258","David West","nba","Pacers",FALSE,"2015-2016","PO",12600000,"Octagon Athlete Representation","Jeff Austin",FALSE
"259","DeAndre Jordan","nba","Clippers",FALSE,"2013-2014","G",10986550,"Wasserman Media Group","Arn Tellem",FALSE
"260","DeAndre Jordan","nba","Clippers",FALSE,"2014-2015","G",11440123,"Wasserman Media Group","Arn Tellem",FALSE
"261","Dee Bost","nba","Trail Blazers",FALSE,"2013-2014","U",490180,"540 Sports and Entertainment LLC","John Spencer",FALSE
"262","Dee Bost","nba","Trail Blazers",FALSE,"2015-2016","QO",1147276,"540 Sports and Entertainment LLC","John Spencer",FALSE
"263","Dee Bost","nba","Trail Blazers",FALSE,"2014-2015","U",816482,"540 Sports and Entertainment LLC","John Spencer",FALSE
"264","DeJuan Blair","nba","Mavericks",FALSE,"2013-2014","G",884293,"Relativity Sports","Dan Fegan",FALSE
"265","DeMar Derozan","nba","Raptors",FALSE,"2013-2014","G",9500000,"Goodwin Management Group","Aaron Goodwin",FALSE
"266","DeMar Derozan","nba","Raptors",FALSE,"2015-2016","G",9500000,"Goodwin Management Group","Aaron Goodwin",FALSE
"267","DeMar Derozan","nba","Raptors",FALSE,"2014-2015","G",9500000,"Goodwin Management Group","Aaron Goodwin",FALSE
"268","DeMar Derozan","nba","Raptors",FALSE,"2016-2017","G",9500000,"Goodwin Management Group","Aaron Goodwin",FALSE
"269","DeMarcus Cousins","nba","Kings",FALSE,"2013-2014","G",4916974,"Relativity Sports","Dan Fegan",FALSE
"270","DeMarcus Cousins","nba","Kings",FALSE,"2014-2015","QO",6519907,"Relativity Sports","Dan Fegan",FALSE
"271","DeMarre Carroll","nba","Hawks",FALSE,"2014-2015","G",2442455,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"272","DeMarre Carroll","nba","Hawks",FALSE,"2013-2014","G",2557545,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"273","Dennis Schroder","nba","Hawks",FALSE,"2016-2017","TO",2708582,"Octagon Athlete Representation","Jeff Austin",FALSE
"274","Dennis Schroder","nba","Hawks",FALSE,"2015-2016","TO",1763400,"Octagon Athlete Representation","Jeff Austin",FALSE
"275","Dennis Schroder","nba","Hawks",FALSE,"2014-2015","G",1690680,"Octagon Athlete Representation","Jeff Austin",FALSE
"276","Dennis Schroder","nba","Hawks",FALSE,"2017-2018","QO",3824518,"Octagon Athlete Representation","Jeff Austin",FALSE
"277","Dennis Schroder","nba","Hawks",FALSE,"2013-2014","G",1348200,"Octagon Athlete Representation","Jeff Austin",FALSE
"278","Derek Fisher","nba","Thunder",FALSE,"2013-2014","G",884293,"Landmark Sports Agency","Rob Pelinka",FALSE
"279","Deron Williams","nba","Nets",FALSE,"2015-2016","G",21042800,"Excel Sports Management","Jeff Schwartz",FALSE
"280","Deron Williams","nba","Nets",FALSE,"2013-2014","G",18466130,"Excel Sports Management","Jeff Schwartz",FALSE
"281","Deron Williams","nba","Nets",FALSE,"2014-2015","G",19754465,"Excel Sports Management","Jeff Schwartz",FALSE
"282","Deron Williams","nba","Nets",FALSE,"2016-2017","ETO",22331135,"Excel Sports Management","Jeff Schwartz",FALSE
"283","Derrick Favors","nba","Jazz",FALSE,"2013-2014","G",6008196,"Perennial","Wallace Prather",FALSE
"284","Derrick Favors","nba","Jazz",FALSE,"2014-2015","QO",7882754,"Perennial","Wallace Prather",FALSE
"285","Derrick Rose","nba","Bulls",FALSE,"2013-2014","G",17632688,"Wasserman Media Group","Arn Tellem",FALSE
"286","Derrick Rose","nba","Bulls",FALSE,"2015-2016","G",20093064,"Wasserman Media Group","Arn Tellem",FALSE
"287","Derrick Rose","nba","Bulls",FALSE,"2014-2015","G",18862876,"Wasserman Media Group","Arn Tellem",FALSE
"288","Derrick Rose","nba","Bulls",FALSE,"2016-2017","G",21323252,"Wasserman Media Group","Arn Tellem",FALSE
"289","Derrick Williams","nba","Timberwolves",FALSE,"2015-2016","QO",8262482,"Landmark Sports Agency","Rob Pelinka",FALSE
"290","Derrick Williams","nba","Timberwolves",FALSE,"2014-2015","TO",6331404,"Landmark Sports Agency","Rob Pelinka",FALSE
"291","Derrick Williams","nba","Timberwolves",FALSE,"2013-2014","G",5016960,"Landmark Sports Agency","Rob Pelinka",FALSE
"292","Devin Harris","nba","Mavericks",FALSE,"2013-2014","G",884293,"Excel Sports Management","Jeff Schwartz",FALSE
"293","Dewayne Dedmon","nba","Warriors",FALSE,"2014-2015","QO",1016482,"Athlete Management","Michael Silverman",FALSE
"294","Dewayne Dedmon","nba","Warriors",FALSE,"2013-2014","U",490180,"Athlete Management","Michael Silverman",FALSE
"295","Dion Waiters","nba","Cavaliers",FALSE,"2014-2015","TO",4062000,"Landmark Sports Agency","Rob Pelinka",FALSE
"296","Dion Waiters","nba","Cavaliers",FALSE,"2016-2017","QO",6777589,"Landmark Sports Agency","Rob Pelinka",FALSE
"297","Dion Waiters","nba","Cavaliers",FALSE,"2013-2014","G",3894240,"Landmark Sports Agency","Rob Pelinka",FALSE
"298","Dion Waiters","nba","Cavaliers",FALSE,"2015-2016","TO",5138430,"Landmark Sports Agency","Rob Pelinka",FALSE
"299","Dirk Nowitzki","nba","Mavericks",FALSE,"2013-2014","G",22721381,"Independent","Holger Geschwinder",FALSE
"300","Donald Sloan","nba","Pacers",FALSE,"2013-2014","G",884293,"Impact Sports Basketball","Brian Elfus",FALSE
"301","Donald Sloan","nba","Pacers",FALSE,"2014-2015","G",948163,"Impact Sports Basketball","Brian Elfus",FALSE
"302","Donatas Motiejunas","nba","Rockets",FALSE,"2016-2017","QO",3278997,"Wasserman Media Group","Arn Tellem",FALSE
"303","Donatas Motiejunas","nba","Rockets",FALSE,"2015-2016","TO",2288205,"Wasserman Media Group","Arn Tellem",FALSE
"304","Donatas Motiejunas","nba","Rockets",FALSE,"2014-2015","TO",1483920,"Wasserman Media Group","Arn Tellem",FALSE
"305","Donatas Motiejunas","nba","Rockets",FALSE,"2013-2014","G",1422720,"Wasserman Media Group","Arn Tellem",FALSE
"306","Donte Greene","nba","Celtics",FALSE,"2014-2015","U",1145685,"Blackwave Media Group","Bill Strickland",FALSE
"307","Donte Greene","nba","Celtics",FALSE,"2013-2014","U",1027424,"Blackwave Media Group","Bill Strickland",FALSE
"308","Dorell Wright","nba","Trail Blazers",FALSE,"2013-2014","G",3000000,"Wasserman Media Group","Arn Tellem",FALSE
"309","Dorell Wright","nba","Trail Blazers",FALSE,"2014-2015","G",3135000,"Wasserman Media Group","Arn Tellem",FALSE
"310","Doron Lamb","nba","Magic",FALSE,"2015-2016","QO",1181348,"Wasserman Media Group","Arn Tellem",FALSE
"311","Doron Lamb","nba","Magic",FALSE,"2014-2015","U",915243,"Wasserman Media Group","Arn Tellem",FALSE
"312","Doron Lamb","nba","Magic",FALSE,"2013-2014","G",788872,"Wasserman Media Group","Arn Tellem",FALSE
"313","Draymond Green","nba","Warriors",FALSE,"2013-2014","G",875500,"Interperformances","Ronald Shade",FALSE
"314","Draymond Green","nba","Warriors",FALSE,"2015-2016","QO",1181348,"Interperformances","Ronald Shade",FALSE
"315","Draymond Green","nba","Warriors",FALSE,"2014-2015","U",915243,"Interperformances","Ronald Shade",FALSE
"316","Dwight Buycks","nba","Raptors",FALSE,"2014-2015","U",816482,"Relativity Sports","Chris Patrick",FALSE
"317","Dwight Buycks","nba","Raptors",FALSE,"2015-2016","QO",1147276,"Relativity Sports","Chris Patrick",FALSE
"318","Dwight Buycks","nba","Raptors",FALSE,"2013-2014","G",700000,"Relativity Sports","Chris Patrick",FALSE
"319","Dwight Howard","nba","Rockets",FALSE,"2016-2017","PO",23282457,"Relativity Sports","Dan Fegan",FALSE
"320","Dwight Howard","nba","Rockets",FALSE,"2013-2014","G",20513178,"Relativity Sports","Dan Fegan",FALSE
"321","Dwight Howard","nba","Rockets",FALSE,"2014-2015","G",21436271,"Relativity Sports","Dan Fegan",FALSE
"322","Dwight Howard","nba","Rockets",FALSE,"2015-2016","G",22359364,"Relativity Sports","Dan Fegan",FALSE
"323","Dwyane Wade","nba","Heat",FALSE,"2013-2014","G",18673000,"Creative Artists Agency","Henry Thomas",FALSE
"324","Dwyane Wade","nba","Heat",FALSE,"2015-2016","PO",21655000,"Creative Artists Agency","Henry Thomas",FALSE
"325","Dwyane Wade","nba","Heat",FALSE,"2014-2015","ETO",20164000,"Creative Artists Agency","Henry Thomas",FALSE
"326","E'Twaun Moore","nba","Magic",FALSE,"2014-2015","QO",1148163,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"327","E'Twaun Moore","nba","Magic",FALSE,"2013-2014","G",884293,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"328","Earl Clark","nba","Cavaliers",FALSE,"2014-2015","U",4250000,"BDA Sports Management","Kevin Bradbury",FALSE
"329","Earl Clark","nba","Cavaliers",FALSE,"2013-2014","G",4250000,"BDA Sports Management","Kevin Bradbury",FALSE
"330","Earl Watson","nba","Trail Blazers",FALSE,"2013-2014","G",884293,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"331","Ed Davis","nba","Grizzlies",FALSE,"2014-2015","QO",4361789,"Landmark Sports Agency","Rob Pelinka",FALSE
"332","Ed Davis","nba","Grizzlies",FALSE,"2013-2014","G",3153860,"Landmark Sports Agency","Rob Pelinka",FALSE
"333","Ekpe Udoh","nba","Bucks",FALSE,"2013-2014","G",4469548,"CGL Sports","Chris Grier Luchey",FALSE
"334","Ekpe Udoh","nba","Bucks",FALSE,"2014-2015","QO",5962377,"CGL Sports","Chris Grier Luchey",FALSE
"335","Elias Harris","nba","Lakers",FALSE,"2014-2015","U",816482,"Priority Sports & Entertainment","Brad Ames",FALSE
"336","Elias Harris","nba","Lakers",FALSE,"2015-2016","QO",1147276,"Priority Sports & Entertainment","Brad Ames",FALSE
"337","Elias Harris","nba","Lakers",FALSE,"2013-2014","U",490180,"Priority Sports & Entertainment","Brad Ames",FALSE
"338","Elton Brand","nba","Hawks",FALSE,"2013-2014","G",4000000,"FAME","David Falk",FALSE
"339","Emeka Okafor","nba","Wizards",FALSE,"2013-2014","G",14487500,"Excel Sports Management","Jeff Schwartz",FALSE
"340","Enes Kanter","nba","Jazz",FALSE,"2013-2014","G",4505280,"Independent","Max Ergul",FALSE
"341","Enes Kanter","nba","Jazz",FALSE,"2015-2016","QO",7471412,"Independent","Max Ergul",FALSE
"342","Enes Kanter","nba","Jazz",FALSE,"2014-2015","TO",5694674,"Independent","Max Ergul",FALSE
"343","Eric Bledsoe","nba","Suns",FALSE,"2013-2014","G",2626473,"Klutch Sports Management","Rich Paul",FALSE
"344","Eric Bledsoe","nba","Suns",FALSE,"2014-2015","QO",3726966,"Klutch Sports Management","Rich Paul",FALSE
"345","Eric Gordon","nba","Pelicans",FALSE,"2015-2016","PO",15514031,"Landmark Sports Agency","Rob Pelinka",FALSE
"346","Eric Gordon","nba","Pelicans",FALSE,"2014-2015","G",14898938,"Landmark Sports Agency","Rob Pelinka",FALSE
"347","Eric Gordon","nba","Pelicans",FALSE,"2013-2014","G",14283844,"Landmark Sports Agency","Rob Pelinka",FALSE
"348","Eric Maynor","nba","Wizards",FALSE,"2013-2014","G",2016000,"ASM Sports","Andy Miller",FALSE
"349","Eric Maynor","nba","Wizards",FALSE,"2014-2015","PO",2106720,"ASM Sports","Andy Miller",FALSE
"350","Erik Murphy","nba","Bulls",FALSE,"2013-2014","U",490180,"ASM Sports","Andy Miller",FALSE
"351","Erik Murphy","nba","Bulls",FALSE,"2014-2015","U",816482,"ASM Sports","Andy Miller",FALSE
"352","Erik Murphy","nba","Bulls",FALSE,"2015-2016","QO",1147276,"ASM Sports","Andy Miller",FALSE
"353","Ersan Ilyasova","nba","Bucks",FALSE,"2015-2016","G",7900000,"ASM Sports","Andy Miller",FALSE
"354","Ersan Ilyasova","nba","Bucks",FALSE,"2016-2017","U",8400000,"ASM Sports","Andy Miller",FALSE
"355","Ersan Ilyasova","nba","Bucks",FALSE,"2014-2015","G",7900000,"ASM Sports","Andy Miller",FALSE
"356","Ersan Ilyasova","nba","Bucks",FALSE,"2013-2014","G",7900000,"ASM Sports","Andy Miller",FALSE
"357","Evan Fournier","nba","Nuggets",FALSE,"2014-2015","TO",1483920,"Comsport","Bouna Ndiaye",FALSE
"358","Evan Fournier","nba","Nuggets",FALSE,"2016-2017","QO",3278997,"Comsport","Bouna Ndiaye",FALSE
"359","Evan Fournier","nba","Nuggets",FALSE,"2013-2014","G",1422720,"Comsport","Bouna Ndiaye",FALSE
"360","Evan Fournier","nba","Nuggets",FALSE,"2015-2016","TO",2288205,"Comsport","Bouna Ndiaye",FALSE
"361","Evan Turner","nba","Sixers",FALSE,"2013-2014","G",6679867,"FAME","David Falk",FALSE
"362","Evan Turner","nba","Sixers",FALSE,"2014-2015","QO",8717226,"FAME","David Falk",FALSE
"363","Fab Melo","nba","Grizzlies",TRUE,"2013-2014","G",437080,"Wasserman Media Group","BJ Armstrong",FALSE
"364","Fab Melo","nba","Grizzlies",TRUE,"2015-2016","G",437080,"Wasserman Media Group","BJ Armstrong",FALSE
"365","Fab Melo","nba","Grizzlies",TRUE,"2014-2015","G",437080,"Wasserman Media Group","BJ Armstrong",FALSE
"366","Fab Melo","nba","Mavericks",FALSE,"2015-2016","QO",1181348,"Wasserman Media Group","BJ Armstrong",FALSE
"367","Fab Melo","nba","Mavericks",FALSE,"2014-2015","U",915243,"Wasserman Media Group","BJ Armstrong",FALSE
"368","Fab Melo","nba","Mavericks",FALSE,"2013-2014","U",788872,"Wasserman Media Group","BJ Armstrong",FALSE
"369","Festus Ezeli","nba","Warriors",FALSE,"2013-2014","G",1066920,"BDA Sports Management","Bill Duffy",FALSE
"370","Festus Ezeli","nba","Warriors",FALSE,"2014-2015","TO",1112880,"BDA Sports Management","Bill Duffy",FALSE
"371","Festus Ezeli","nba","Warriors",FALSE,"2016-2017","QO",3013123,"BDA Sports Management","Bill Duffy",FALSE
"372","Festus Ezeli","nba","Warriors",FALSE,"2015-2016","TO",2008748,"BDA Sports Management","Bill Duffy",FALSE
"373","Francisco Garcia","nba","Rockets",FALSE,"2014-2015","PO",1316809,"Goodwin Management Group","Aaron Goodwin",FALSE
"374","Francisco Garcia","nba","Rockets",FALSE,"2013-2014","G",1265977,"Goodwin Management Group","Aaron Goodwin",FALSE
"375","Gal Mekel","nba","Mavericks",FALSE,"2015-2016","G",947276,"Exclusive Sports Group","Sam Porter",FALSE
"376","Gal Mekel","nba","Mavericks",FALSE,"2014-2015","G",816482,"Exclusive Sports Group","Sam Porter",FALSE
"377","Gal Mekel","nba","Mavericks",FALSE,"2016-2017","QO",1215696,"Exclusive Sports Group","Sam Porter",FALSE
"378","Gal Mekel","nba","Mavericks",FALSE,"2013-2014","G",490180,"Exclusive Sports Group","Sam Porter",FALSE
"379","Garrett Temple","nba","Wizards",FALSE,"2013-2014","G",884293,"Performance Sports Management","John Hamilton",FALSE
"380","Gary Neal","nba","Bucks",FALSE,"2014-2015","G",3250000,"Lagardere Unlimited","David Bauman",FALSE
"381","Gary Neal","nba","Bucks",FALSE,"2013-2014","G",3250000,"Lagardere Unlimited","David Bauman",FALSE
"382","George Hill","nba","Pacers",FALSE,"2013-2014","G",8000000,"Saga Sports","Bill Neff",FALSE
"383","George Hill","nba","Pacers",FALSE,"2014-2015","G",8000000,"Saga Sports","Bill Neff",FALSE
"384","George Hill","nba","Pacers",FALSE,"2016-2017","G",8000000,"Saga Sports","Bill Neff",FALSE
"385","George Hill","nba","Pacers",FALSE,"2015-2016","G",8000000,"Saga Sports","Bill Neff",FALSE
"386","Gerald Green","nba","Suns",FALSE,"2014-2015","G",3500000,"Rival Sports Group","Colin Bryant",FALSE
"387","Gerald Green","nba","Suns",FALSE,"2013-2014","G",3500000,"Rival Sports Group","Colin Bryant",FALSE
"388","Gerald Henderson","nba","Bobcats",FALSE,"2015-2016","PO",6000000,"Wasserman Media Group","Arn Tellem",FALSE
"389","Gerald Henderson","nba","Bobcats",FALSE,"2014-2015","G",6000000,"Wasserman Media Group","Arn Tellem",FALSE
"390","Gerald Henderson","nba","Bobcats",FALSE,"2013-2014","G",6000000,"Wasserman Media Group","Arn Tellem",FALSE
"391","Gerald Wallace","nba","Celtics",FALSE,"2014-2015","G",10105855,"Landmark Sports Agency","Rob Pelinka",FALSE
"392","Gerald Wallace","nba","Celtics",FALSE,"2015-2016","G",10105855,"Landmark Sports Agency","Rob Pelinka",FALSE
"393","Gerald Wallace","nba","Celtics",FALSE,"2013-2014","G",10105855,"Landmark Sports Agency","Rob Pelinka",FALSE
"394","Giannis Antetokounmpo","nba","Bucks",FALSE,"2013-2014","G",1792560,"Octagon Athlete Representation","Alex Saratsis",FALSE
"395","Giannis Antetokounmpo","nba","Bucks",FALSE,"2014-2015","G",1873200,"Octagon Athlete Representation","Alex Saratsis",FALSE
"396","Giannis Antetokounmpo","nba","Bucks",FALSE,"2015-2016","TO",1953960,"Octagon Athlete Representation","Alex Saratsis",FALSE
"397","Giannis Antetokounmpo","nba","Bucks",FALSE,"2016-2017","TO",2995421,"Octagon Athlete Representation","Alex Saratsis",FALSE
"398","Giannis Antetokounmpo","nba","Bucks",FALSE,"2017-2018","QO",4187598,"Octagon Athlete Representation","Alex Saratsis",FALSE
"399","Glen Davis","nba","Magic",FALSE,"2014-2015","G",6600000,"Performance Sports Management","John Hamilton",FALSE
"400","Glen Davis","nba","Magic",FALSE,"2013-2014","G",6400000,"Performance Sports Management","John Hamilton",FALSE
"401","Glen Rice Jr","nba","Wizards",FALSE,"2013-2014","G",490180,"24/7 Sports Management","Jeff Wechsler",FALSE
"402","Glen Rice Jr","nba","Wizards",FALSE,"2015-2016","QO",1147276,"24/7 Sports Management","Jeff Wechsler",FALSE
"403","Glen Rice Jr","nba","Wizards",FALSE,"2014-2015","U",816482,"24/7 Sports Management","Jeff Wechsler",FALSE
"404","Goran Dragic","nba","Suns",FALSE,"2015-2016","PO",7500000,"BDA Sports Management","Rade Filipovich",FALSE
"405","Goran Dragic","nba","Suns",FALSE,"2014-2015","G",7500000,"BDA Sports Management","Rade Filipovich",FALSE
"406","Goran Dragic","nba","Suns",FALSE,"2013-2014","G",7500000,"BDA Sports Management","Rade Filipovich",FALSE
"407","Gordon Hayward","nba","Jazz",FALSE,"2014-2015","QO",4677708,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"408","Gordon Hayward","nba","Jazz",FALSE,"2013-2014","G",3452183,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"409","Gorgui Dieng","nba","Timberwolves",FALSE,"2016-2017","TO",2348783,"Wasserman Media Group","Arn Tellem",FALSE
"410","Gorgui Dieng","nba","Timberwolves",FALSE,"2015-2016","TO",1474440,"Wasserman Media Group","Arn Tellem",FALSE
"411","Gorgui Dieng","nba","Timberwolves",FALSE,"2013-2014","G",1352640,"Wasserman Media Group","Arn Tellem",FALSE
"412","Gorgui Dieng","nba","Timberwolves",FALSE,"2014-2015","G",1413480,"Wasserman Media Group","Arn Tellem",FALSE
"413","Gorgui Dieng","nba","Timberwolves",FALSE,"2017-2018","QO",3384596,"Wasserman Media Group","Arn Tellem",FALSE
"414","Greg Monroe","nba","Pistons",FALSE,"2014-2015","QO",5479934,"FAME","David Falk",FALSE
"415","Greg Monroe","nba","Pistons",FALSE,"2013-2014","G",4086454,"FAME","David Falk",FALSE
"416","Greg Oden","nba","Heat",FALSE,"2013-2014","G",884293,"BDA Sports Management","Mike Conley",FALSE
"417","Greg Smith","nba","Rockets",FALSE,"2013-2014","U",884293,"Impact Sports Basketball","Brian Elfus",FALSE
"418","Greg Smith","nba","Rockets",FALSE,"2014-2015","QO",1148163,"Impact Sports Basketball","Brian Elfus",FALSE
"419","Greg Stiemsma","nba","Pelicans",FALSE,"2013-2014","G",2676000,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"420","Greivis Vasquez","nba","Kings",FALSE,"2014-2015","QO",3203780,"Wasserman Media Group","Arn Tellem",FALSE
"421","Greivis Vasquez","nba","Kings",FALSE,"2013-2014","G",2150188,"Wasserman Media Group","Arn Tellem",FALSE
"422","Gustavo Ayon","nba","Hawks",FALSE,"2013-2014","G",1500000,"Duran International Sports Management","Emilio Duran",FALSE
"423","Gustavo Ayon","nba","Hawks",FALSE,"2014-2015","QO",1875000,"Duran International Sports Management","Emilio Duran",FALSE
"424","Hamed Haddadi","nba","Suns",TRUE,"2013-2014","G",200000,"Pinnacle Management Corporation","Marc Cornstein",FALSE
"425","Harrison Barnes","nba","Warriors",FALSE,"2015-2016","TO",3873398,"24/7 Sports Management","Jeff Wechsler",FALSE
"426","Harrison Barnes","nba","Warriors",FALSE,"2016-2017","QO",5194227,"24/7 Sports Management","Jeff Wechsler",FALSE
"427","Harrison Barnes","nba","Warriors",FALSE,"2014-2015","TO",3049920,"24/7 Sports Management","Jeff Wechsler",FALSE
"428","Harrison Barnes","nba","Warriors",FALSE,"2013-2014","G",2923920,"24/7 Sports Management","Jeff Wechsler",FALSE
"429","Hasheem Thabeet","nba","Thunder",FALSE,"2014-2015","U",1250000,"BDA Sports Management","Ugo Udezue",FALSE
"430","Hasheem Thabeet","nba","Thunder",FALSE,"2013-2014","U",1200000,"BDA Sports Management","Ugo Udezue",FALSE
"431","Hidayet Turkoglu","nba","Magic",FALSE,"2013-2014","U",12000000,"Williams & Connolly","Jim Tanner",FALSE
"432","Ian Clark","nba","Jazz",FALSE,"2014-2015","U",816482,"BDA Sports Management","David Mondress",FALSE
"433","Ian Clark","nba","Jazz",FALSE,"2013-2014","U",490180,"BDA Sports Management","David Mondress",FALSE
"434","Ian Clark","nba","Jazz",FALSE,"2015-2016","QO",1147276,"BDA Sports Management","David Mondress",FALSE
"435","Ian Mahinmi","nba","Pacers",FALSE,"2013-2014","G",4000000,"Comsport","Bouna Ndiaye",FALSE
"436","Ian Mahinmi","nba","Pacers",FALSE,"2015-2016","G",4000000,"Comsport","Bouna Ndiaye",FALSE
"437","Ian Mahinmi","nba","Pacers",FALSE,"2014-2015","G",4000000,"Comsport","Bouna Ndiaye",FALSE
"438","Iman Shumpert","nba","Knicks",FALSE,"2014-2015","TO",2616975,"Relativity Sports","Dan Fegan",FALSE
"439","Iman Shumpert","nba","Knicks",FALSE,"2015-2016","QO",3695169,"Relativity Sports","Dan Fegan",FALSE
"440","Iman Shumpert","nba","Knicks",FALSE,"2013-2014","G",1703760,"Relativity Sports","Dan Fegan",FALSE
"441","Isaiah Canaan","nba","Rockets",FALSE,"2014-2015","G",816482,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"442","Isaiah Canaan","nba","Rockets",FALSE,"2016-2017","QO",1215696,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"443","Isaiah Canaan","nba","Rockets",FALSE,"2015-2016","U",947276,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"444","Isaiah Canaan","nba","Rockets",FALSE,"2013-2014","G",570515,"Priority Sports & Entertainment","Mark Bartelstein",FALSE
"445","Isaiah Thomas","nba","Kings",FALSE,"2013-2014","G",884293,"ASM Sports","Andy Miller",FALSE
"446","Isaiah Thomas","nba","Kings",FALSE,"2014-2015","QO",1148163,"ASM Sports","Andy Miller",FALSE
"447","Ish Smith","nba","Suns",FALSE,"2014-2015","U",992435,"IAM Sports","Raymond Brothers",FALSE
"448","Ish Smith","nba","Suns",FALSE,"2013-2014","G",951463,"IAM Sports","Raymond Brothers",FALSE
"449","J.J. Hickson","nba","Nuggets",FALSE,"2013-2014","G",5150000,"ASM Sports","Andy Miller",FALSE
"450","J.J. Hickson","nba","Nuggets",FALSE,"2015-2016","G",5613500,"ASM Sports","Andy Miller",FALSE
"451","J.J. Hickson","nba","Nuggets",FALSE,"2014-2015","G",5381750,"ASM Sports","Andy Miller",FALSE
