"","latitude","longitude","popup","fillColor"
"3298",44.983334,-93.25467,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Troy Bell</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Troy Bell+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Minneapolis, MN, USA<br>Years: 1<br>PPG: 1.8<br>MPG: 5.7<br>FG: 22.2<br>APG: 0.7<br>RPG: 0.7<br>3PT Percentage: 0<br>FT Percentage: 100</td></tr></table>","#dc592d"
"3299",33.8702923,-117.925338,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Johnny Rogers</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Johnny Rogers+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Fullerton, CA, USA<br>Years: 2<br>PPG: 3.6<br>MPG: 9.2<br>FG: 47.2<br>APG: 0.4<br>RPG: 1.5<br>3PT Percentage: 0<br>FT Percentage: 67.9</td></tr></table>","#dc592d"
"3300",39.952335,-75.146789,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Maalik Wayns</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Maalik Wayns+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Philadelphia, PA, USA<br>Years: 1<br>PPG: 2.8<br>MPG: 7.5<br>FG: 29.5<br>APG: 1<br>RPG: 0.3<br>3PT Percentage: 22.6<br>FT Percentage: 89.5</td></tr></table>","#dc592d"
"3301",32.0954304,-96.4488727,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Maceo Baston</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Maceo Baston+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Corsicana, TX, USA<br>Years: 4<br>PPG: 2.7<br>MPG: 7.9<br>FG: 61.6<br>APG: 0.2<br>RPG: 1.7<br>3PT Percentage: 37.5<br>FT Percentage: 74</td></tr></table>","#dc592d"
"3302",51.7592485,19.4569833,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Maciej Lampe</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Maciej Lampe+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lodz, Poland<br>Years: 3<br>PPG: 3.4<br>MPG: 9.9<br>FG: 40.7<br>APG: 0.3<br>RPG: 2.2<br>3PT Percentage: 25<br>FT Percentage: 67.6</td></tr></table>","#dc592d"
"3303",47.9128756,-122.0981848,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jon Brockman</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jon Brockman+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Snohomish, WA, USA<br>Years: 3<br>PPG: 2.1<br>MPG: 10.5<br>FG: 48.8<br>APG: 0.3<br>RPG: 3.1<br>3PT Percentage: 0<br>FT Percentage: 61.8</td></tr></table>","#dc592d"
"3304",34.0522342,-118.2316849,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tyler Honeycutt</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tyler Honeycutt+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 2<br>PPG: 1.2<br>MPG: 5<br>FG: 31.4<br>APG: 0.4<br>RPG: 1<br>3PT Percentage: 20<br>FT Percentage: 71.4</td></tr></table>","#dc592d"
"3305",44.9866298,-93.5716243,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jon Leuer</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jon Leuer+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Long Lake, MN, USA<br>Years: 2<br>PPG: 3.7<br>MPG: 10<br>FG: 50.2<br>APG: 0.4<br>RPG: 2.1<br>3PT Percentage: 25<br>FT Percentage: 65.9</td></tr></table>","#dc592d"
"3306",41.4994954,-81.6904088,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Eric Riley</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Eric Riley+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Cleveland, OH, USA<br>Years: 5<br>PPG: 3.1<br>MPG: 9.9<br>FG: 45.6<br>APG: 0.3<br>RPG: 2.6<br>3PT Percentage: 0<br>FT Percentage: 70.4</td></tr></table>","#dc592d"
"3307",32.5537585,-83.8874084,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Al Beard</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Al Beard+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Fort Valley, GA, USA<br>Years: 1<br>PPG: 2.5<br>MPG: 9.8<br>FG: 52.2<br>APG: 0<br>RPG: 3.8<br>3PT Percentage: NA<br>FT Percentage: 54.5</td></tr></table>","#dc592d"
"3308",14.7645042,-17.3460286,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Makhtar N'Diaye</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Makhtar N'Diaye+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dakar, Senegal<br>Years: 1<br>PPG: 1.3<br>MPG: 6.8<br>FG: 25<br>APG: 0.3<br>RPG: 1.3<br>3PT Percentage: NA<br>FT Percentage: 75</td></tr></table>","#dc592d"
"3309",36.114646,-115.172816,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Darington Hobson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Darington Hobson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Las Vegas, NV, USA<br>Years: 1<br>PPG: 0.8<br>MPG: 7.8<br>FG: 15.4<br>APG: 1.2<br>RPG: 0.6<br>3PT Percentage: 0<br>FT Percentage: NA</td></tr></table>","#dc592d"
"3310",35.0456297,-85.3086801,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Malcolm Mackey</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Malcolm Mackey+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chattanooga, TN, USA<br>Years: 1<br>PPG: 1.5<br>MPG: 3.1<br>FG: 37.8<br>APG: 0<br>RPG: 1.1<br>3PT Percentage: 0<br>FT Percentage: 50</td></tr></table>","#dc592d"
"3311",38.9517053,-92.3340724,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Malcolm Thomas</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Malcolm Thomas+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Columbia, MO, USA<br>Years: 2<br>PPG: 1.1<br>MPG: 4.8<br>FG: 38.5<br>APG: 0.3<br>RPG: 1.3<br>3PT Percentage: NA<br>FT Percentage: 60</td></tr></table>","#dc592d"
"3312",40.7439905,-74.0323626,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tyshawn Taylor</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tyshawn Taylor+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Hoboken, NJ, USA<br>Years: 1<br>PPG: 2.2<br>MPG: 5.8<br>FG: 36.8<br>APG: 0.6<br>RPG: 0.5<br>3PT Percentage: 46.2<br>FT Percentage: 55.6</td></tr></table>","#dc592d"
"3313",42.329427,-83.0537538,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Malik Hairston</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Malik Hairston+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Detroit, MI, USA<br>Years: 2<br>PPG: 2.4<br>MPG: 7.6<br>FG: 51.2<br>APG: 0.5<br>RPG: 1.2<br>3PT Percentage: 16.7<br>FT Percentage: 51.4</td></tr></table>","#dc592d"
"3314",39.1031182,-84.5120196,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Erik Daniels</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Erik Daniels+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Cincinnati, OH, USA<br>Years: 1<br>PPG: 0.6<br>MPG: 3.4<br>FG: 33.3<br>APG: 0.2<br>RPG: 0.9<br>3PT Percentage: 50<br>FT Percentage: NA</td></tr></table>","#dc592d"
"3315",40.85,-73.854667,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ernest Brown</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ernest Brown+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bronx, NY, USA<br>Years: 1<br>PPG: 1<br>MPG: 7<br>FG: 16.7<br>APG: 0<br>RPG: 2<br>3PT Percentage: NA<br>FT Percentage: 25</td></tr></table>","#dc592d"
"3316",42.245869,-84.3913462,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Brent Scott</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Brent Scott+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jackson, MI, USA<br>Years: 1<br>PPG: 1.2<br>MPG: 3.4<br>FG: 47.1<br>APG: 0.2<br>RPG: 0.6<br>3PT Percentage: NA<br>FT Percentage: 50</td></tr></table>","#dc592d"
"3317",46.0564509,14.5290702,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Uros Slokar</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Uros Slokar+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Ljubljana, Slovenia<br>Years: 1<br>PPG: 1.9<br>MPG: 3.6<br>FG: 53.8<br>APG: 0.1<br>RPG: 0.7<br>3PT Percentage: 50<br>FT Percentage: 69.2</td></tr></table>","#dc592d"
"3318",48.1367203,11.577754,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Uwe Blab</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Uwe Blab+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Munich, Germany<br>Years: 5<br>PPG: 2.1<br>MPG: 8.4<br>FG: 43.3<br>APG: 0.4<br>RPG: 1.8<br>3PT Percentage: NA<br>FT Percentage: 60.8</td></tr></table>","#dc592d"
"3319",39.6390224,22.4191254,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Vassilis Spanoulis</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Vassilis Spanoulis+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Larissa, Greece<br>Years: 1<br>PPG: 2.7<br>MPG: 8.8<br>FG: 31.9<br>APG: 0.9<br>RPG: 0.7<br>3PT Percentage: 17.2<br>FT Percentage: 81</td></tr></table>","#dc592d"
"3320",8.53,28.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Manute Bol</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Manute Bol+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Gogrial, South Sudan<br>Years: 10<br>PPG: 2.6<br>MPG: 18.7<br>FG: 40.7<br>APG: 0.3<br>RPG: 4.2<br>3PT Percentage: 21<br>FT Percentage: 56.1</td></tr></table>","#dc592d"
"3321",30.4582829,-91.1353196,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Al Sanders</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Al Sanders+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Baton Rouge, LA, USA<br>Years: 1<br>PPG: 2<br>MPG: 6.3<br>FG: 100<br>APG: 0<br>RPG: 1.3<br>3PT Percentage: NA<br>FT Percentage: 66.7</td></tr></table>","#dc592d"
"3322",34.0522342,-118.2366849,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jose Slaughter</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jose Slaughter+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 1<br>PPG: 3.6<br>MPG: 8.2<br>FG: 37.4<br>APG: 0.8<br>RPG: 1.1<br>3PT Percentage: 22<br>FT Percentage: 64.4</td></tr></table>","#dc592d"
"3323",33.7489954,-84.3829824,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Joseph Forte</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Joseph Forte+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Atlanta, GA, USA<br>Years: 2<br>PPG: 1.2<br>MPG: 5<br>FG: 23.4<br>APG: 0.7<br>RPG: 0.7<br>3PT Percentage: 0<br>FT Percentage: 80</td></tr></table>","#dc592d"
"3324",36.8354258,-76.2982742,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Vernon Macklin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Vernon Macklin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Portsmouth, VA, USA<br>Years: 1<br>PPG: 2<br>MPG: 5.9<br>FG: 54.3<br>APG: 0.2<br>RPG: 1.5<br>3PT Percentage: NA<br>FT Percentage: 57.1</td></tr></table>","#dc592d"
"3325",40.4406248,-79.9898864,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Paul Grant</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Paul Grant+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pittsburgh, PA, USA<br>Years: 2<br>PPG: 1.8<br>MPG: 6.9<br>FG: 44.8<br>APG: 0.2<br>RPG: 1.1<br>3PT Percentage: NA<br>FT Percentage: 37.5</td></tr></table>","#dc592d"
"3326",46.484583,30.7326,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Viacheslav Kravtsov</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Viacheslav Kravtsov+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Odessa, Ukraine<br>Years: 1<br>PPG: 3.1<br>MPG: 9<br>FG: 71.7<br>APG: 0.4<br>RPG: 1.8<br>3PT Percentage: NA<br>FT Percentage: 29.7</td></tr></table>","#dc592d"
"3327",-34.8836111,-56.1819444,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Esteban Batista</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Esteban Batista+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Montevideo, Uruguay<br>Years: 2<br>PPG: 1.7<br>MPG: 8.2<br>FG: 43.8<br>APG: 0.2<br>RPG: 2.5<br>3PT Percentage: 0<br>FT Percentage: 61.7</td></tr></table>","#dc592d"
"3328",35.1464797,-90.1805388,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marcus Brown</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marcus Brown+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: West Memphis, AR, USA<br>Years: 2<br>PPG: 3.4<br>MPG: 8.5<br>FG: 38.1<br>APG: 0.9<br>RPG: 0.8<br>3PT Percentage: 33.3<br>FT Percentage: 71.4</td></tr></table>","#dc592d"
"3329",34.1083449,-117.2887652,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Etdrick Bohannon</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Etdrick Bohannon+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: San Bernardino, CA, USA<br>Years: 4<br>PPG: 1.4<br>MPG: 5.8<br>FG: 42.9<br>APG: 0.2<br>RPG: 1.7<br>3PT Percentage: NA<br>FT Percentage: 67.9</td></tr></table>","#dc592d"
"3330",39.2903848,-76.5981893,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marcus Cousin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marcus Cousin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Baltimore, MD, USA<br>Years: 1<br>PPG: 1<br>MPG: 4.5<br>FG: 66.7<br>APG: 0<br>RPG: 0.8<br>3PT Percentage: NA<br>FT Percentage: NA</td></tr></table>","#dc592d"
"3331",40.4936586,-84.3146722,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Evan Eschmeyer</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Evan Eschmeyer+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New Knoxville, OH, USA<br>Years: 4<br>PPG: 2.8<br>MPG: 14<br>FG: 46.3<br>APG: 0.5<br>RPG: 3.9<br>3PT Percentage: NA<br>FT Percentage: 62.1</td></tr></table>","#dc592d"
"3332",35.4492404,-86.7888887,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marcus Haislip</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marcus Haislip+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lewisburg, TN, USA<br>Years: 4<br>PPG: 3.5<br>MPG: 9.6<br>FG: 43.7<br>APG: 0.2<br>RPG: 1.5<br>3PT Percentage: 35<br>FT Percentage: 65.9</td></tr></table>","#dc592d"
"3333",38.0405837,-84.4977164,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Vince Taylor</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Vince Taylor+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Lexington, KY, USA<br>Years: 1<br>PPG: 3.1<br>MPG: 10.4<br>FG: 36.3<br>APG: 1.3<br>RPG: 1.2<br>3PT Percentage: NA<br>FT Percentage: 65.6</td></tr></table>","#dc592d"
"3334",27.937801,-82.2859247,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dwayne Schintzius</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dwayne Schintzius+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brandon, FL, USA<br>Years: 8<br>PPG: 2.7<br>MPG: 9<br>FG: 40.4<br>APG: 0.4<br>RPG: 2.5<br>3PT Percentage: 12.5<br>FT Percentage: 63.8</td></tr></table>","#dc592d"
"3335",39.2903848,-76.6001893,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Evers Burns</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Evers Burns+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Baltimore, MD, USA<br>Years: 1<br>PPG: 2.4<br>MPG: 6.2<br>FG: 40<br>APG: 0.4<br>RPG: 1.3<br>3PT Percentage: NA<br>FT Percentage: 52.2</td></tr></table>","#dc592d"
"3336",34.07029,-117.3958797,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Evric Gray</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Evric Gray+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bloomington, CA, USA<br>Years: 1<br>PPG: 2.6<br>MPG: 8.4<br>FG: 26.7<br>APG: 0.4<br>RPG: 0.6<br>3PT Percentage: 25<br>FT Percentage: 100</td></tr></table>","#dc592d"
"3337",-23.5489433,-46.6378182,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marcus Vinicius</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marcus Vinicius+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: San Paulo, Brazil<br>Years: 2<br>PPG: 1.9<br>MPG: 6.6<br>FG: 45.7<br>APG: 0.3<br>RPG: 0.7<br>3PT Percentage: 42.1<br>FT Percentage: 55.6</td></tr></table>","#dc592d"
"3338",-31.3254051,-64.2968826,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Fabricio Oberto</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Fabricio Oberto+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Las Varillas, Argentina<br>Years: 6<br>PPG: 3.2<br>MPG: 14.5<br>FG: 57.6<br>APG: 0.9<br>RPG: 3.5<br>3PT Percentage: 0<br>FT Percentage: 61.7</td></tr></table>","#dc592d"
"3339",33.8958492,-118.2180712,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Alex Acker</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Alex Acker+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Compton, CA, USA<br>Years: 2<br>PPG: 2.7<br>MPG: 7.8<br>FG: 37<br>APG: 0.5<br>RPG: 1<br>3PT Percentage: 32<br>FT Percentage: 50</td></tr></table>","#dc592d"
"3340",47.6062095,-122.3280708,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marcus Williams</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marcus Williams+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Seattle, WA, USA<br>Years: 2<br>PPG: 1.1<br>MPG: 3<br>FG: 31.8<br>APG: 0.2<br>RPG: 0.9<br>3PT Percentage: NA<br>FT Percentage: NA</td></tr></table>","#dc592d"
"3341",27.4989278,-82.5748194,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Alex Bradley</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Alex Bradley+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bradenton, FL, USA<br>Years: 1<br>PPG: 3.5<br>MPG: 8.5<br>FG: 52.4<br>APG: 0.3<br>RPG: 1.7<br>3PT Percentage: 0<br>FT Percentage: 60.4</td></tr></table>","#dc592d"
"3342",40.7143528,-73.9992731,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dave Britton</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dave Britton+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New York, NY, USA<br>Years: 1<br>PPG: 2<br>MPG: 4.5<br>FG: 66.7<br>APG: 1.5<br>RPG: 1<br>3PT Percentage: NA<br>FT Percentage: NA</td></tr></table>","#dc592d"
"3343",41.8781136,-87.6543982,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Voise Winters</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Voise Winters+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 1<br>PPG: 1.5<br>MPG: 4.3<br>FG: 23.1<br>APG: 0<br>RPG: 0.8<br>3PT Percentage: 0<br>FT Percentage: NA</td></tr></table>","#dc592d"
"3344",40.4167754,-3.7037902,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Fernando Martin</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Fernando Martin+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Madrid, Spain<br>Years: 1<br>PPG: 0.9<br>MPG: 6.1<br>FG: 29<br>APG: 0.4<br>RPG: 1.2<br>3PT Percentage: 0<br>FT Percentage: 36.4</td></tr></table>","#dc592d"
"3345",43.5081323,16.4801935,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mario Kasun</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mario Kasun+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Split, Croatia<br>Years: 2<br>PPG: 2.7<br>MPG: 7.8<br>FG: 46.7<br>APG: 0.2<br>RPG: 2.6<br>3PT Percentage: 0<br>FT Percentage: 63.6</td></tr></table>","#dc592d"
"3346",34.7303688,-86.5761037,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mario West</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mario West+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Huntsville, AL, USA<br>Years: 4<br>PPG: 1<br>MPG: 4.9<br>FG: 44.8<br>APG: 0.3<br>RPG: 0.9<br>3PT Percentage: 20<br>FT Percentage: 56.3</td></tr></table>","#dc592d"
"3347",33.9616801,-118.3531311,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mark Acres</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Acres+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Inglewood, CA, USA<br>Years: 6<br>PPG: 3.6<br>MPG: 16<br>FG: 50.6<br>APG: 0.5<br>RPG: 4.1<br>3PT Percentage: 53.8<br>FT Percentage: 66.5</td></tr></table>","#dc592d"
"3348",39.952335,-75.126789,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Sean Singletary</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Sean Singletary+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Philadelphia, PA, USA<br>Years: 1<br>PPG: 2.4<br>MPG: 8.2<br>FG: 36.5<br>APG: 0.8<br>RPG: 0.9<br>3PT Percentage: 40<br>FT Percentage: 85.7</td></tr></table>","#dc592d"
"3349",42.6389216,-83.2910468,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Walker Russell</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Walker Russell+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pontiac, MI, USA<br>Years: 1<br>PPG: 3<br>MPG: 12.8<br>FG: 34.7<br>APG: 2.1<br>RPG: 0.9<br>3PT Percentage: 30.8<br>FT Percentage: 63.6</td></tr></table>","#dc592d"
"3350",42.6389216,-83.2890468,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Walker Russell</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Walker Russell+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Pontiac, MI, USA<br>Years: 6<br>PPG: 3<br>MPG: 11.4<br>FG: 39.3<br>APG: 2.3<br>RPG: 1.2<br>3PT Percentage: 15.8<br>FT Percentage: 80</td></tr></table>","#dc592d"
"3351",40.4167754,-3.6837902,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Wallace Bryant</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Wallace Bryant+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Madrid, Spain<br>Years: 3<br>PPG: 3.2<br>MPG: 13.7<br>FG: 40.7<br>APG: 1.1<br>RPG: 3.7<br>3PT Percentage: NA<br>FT Percentage: 57.3</td></tr></table>","#dc592d"
