year,team,rank,value,value_change,debt,debt_percent,revenue,expense,ebitda,player_expense,gate_receipt,revenue_multiple,ebitda_multiple,debt_yield,ebitda_yield,league
1996,Boston Celtics,9,134.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Seattle Supersonics,10,129.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,San Antonio Spurs,11,126.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Orlando Magic,12,121.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Houston Rockets,13,116.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Sacramento Kings,14,114.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Golden State Warriors,15,114.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Washington Bullets,16,113.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Charlotte Hornets,17,113.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Minnesota Timberwolves,18,110.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,New Jersey Nets,19,108.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Milwaukee Bucks,20,103.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Denver Nuggets,21,102.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Miami Heat,22,97.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Atlanta Hawks,23,96.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Indiana Pacers,24,94.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Philadelphia 76ers,25,93.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Dallas Mavericks,26,89.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1996,Los Angeles Clippers,27,88.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Detroit Pistons,1,180.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,New York Knicks,2,173.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Los Angeles Lakers,3,169.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Chicago Bulls,4,166.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Phoenix Suns,5,156.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Cleveland Cavaliers,6,133.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Portland Trail Blazers,7,132.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Boston Celtics,8,127.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Utah Jazz,9,127.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Seattle Supersonics,10,119.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Charlotte Hornets,11,110.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,San Antonio Spurs,12,110.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Sacramento Kings,13,108.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Orlando Magic,14,101.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Minnesota Timberwolves,15,99.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Washington Bullets,16,96.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Houston Rockets,17,95.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Milwaukee Bucks,18,92.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,New Jersey Nets,19,92.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Denver Nuggets,20,88.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Miami Heat,21,88.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Los Angeles Clippers,22,87.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Atlanta Hawks,23,84.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Golden State Warriors,24,83.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Dallas Mavericks,25,81.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Philadelphia 76ers,26,81.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1995,Indiana Pacers,27,77.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Los Angeles Lakers,1,168.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Detroit Pistons,2,154.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Chicago Bulls,3,149.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,New York Knicks,4,136.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Portland Trail Blazers,5,122.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Cleveland Cavaliers,6,118.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Boston Celtics,7,117.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Phoenix Suns,8,108.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Charlotte Hornets,9,104.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,San Antonio Spurs,10,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Utah Jazz,11,98.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Seattle Supersonics,12,96.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Minnesota Timberwolves,13,92.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Golden State Warriors,14,85.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Houston Rockets,15,84.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Orlando Magic,16,84.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Sacramento Kings,17,84.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Los Angeles Clippers,18,83.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Philadelphia 76ers,19,83.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Dallas Mavericks,20,79.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,New Jersey Nets,21,79.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Washington Bullets,22,78.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Milwaukee Bucks,23,77.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Miami Heat,24,76.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Atlanta Hawks,25,72.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Denver Nuggets,26,69.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1994,Indiana Pacers,27,67.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Los Angeles Lakers,1,150.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Detroit Pistons,2,120.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Boston Celtics,3,110.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Chicago Bulls,4,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,New York Knicks,5,83.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Cleveland Cavaliers,6,81.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Phoenix Suns,7,80.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Portland Trail Blazers,8,78.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Charlotte Hornets,9,74.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Golden State Warriors,10,63.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Philadelphia 76ers,11,63.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Sacramento Kings,12,63.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,San Antonio Spurs,13,63.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Minnesota Timberwolves,14,62.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Orlando Magic,15,62.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Houston Rockets,16,61.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Dallas Mavericks,17,60.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Miami Heat,18,60.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Atlanta Hawks,19,57.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Milwaukee Bucks,20,56.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Los Angeles Clippers,21,54.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,New Jersey Nets,22,54.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Utah Jazz,23,52.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Denver Nuggets,24,46.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Washington Bullets,25,46.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Seattle Supersonics,26,45.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1992,Indiana Pacers,27,43.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Los Angeles Lakers,1,200.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Boston Celtics,2,180.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Detroit Pistons,3,150.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Chicago Bulls,4,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,New York Knicks,5,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Phoenix Suns,6,99.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Philadelphia 76ers,7,75.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Cleveland Cavaliers,8,61.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Orlando Magic,9,60.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Portland Trail Blazers,10,59.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Charlotte Hornets,11,59.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Miami Heat,12,58.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Houston Rockets,13,58.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Dallas Mavericks,14,54.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Atlanta Hawks,15,53.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Milwaukee Bucks,16,53.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Minnesota Timberwolves,17,51.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Golden State Warriors,18,50.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Sacramento Kings,19,49.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,San Antonio Spurs,20,46.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Utah Jazz,21,44.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Los Angeles Clippers,22,42.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,New Jersey Nets,23,42.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Denver Nuggets,24,40.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Washington Bullets,25,37.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Seattle Supersonics,26,37.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
1991,Indiana Pacers,27,33.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBA
